"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19724","18687","771","266"
"2","Chengalpattu","231534","219642","9253","2639"
"3","Chennai","742191","715322","17865","9004"
"4","Coimbatore","322892","306179","14124","2589"
"5","Cuddalore","73661","70956","1818","887"
"6","Dharmapuri","35780","33752","1746","282"
"7","Dindigul","37228","35359","1207","662"
"8","Erode","130651","123474","6448","729"
"9","Kallakurichi","36342","35051","1077","214"
"10","Kancheepuram","93445","89235","2917","1293"
"11","Kanyakumari","85214","79672","4460","1082"
"12","Karur","29331","27663","1298","370"
"13","Krishnagiri","58993","55288","3335","370"
"14","Madurai","90527","87092","2213","1222"
"15","Mayiladuthurai","26328","25294","711","323"
"16","Nagapattinam","25140","23738","1032","370"
"17","Namakkal","66928","62960","3439","529"
"18","Nilgiris","41215","39397","1593","225"
"19","Perambalur","14370","13785","337","248"
"20","Pudukottai","34145","32569","1153","423"
"21","Ramanathapuram","24489","23278","845","366"
"22","Ranipet","53475","50695","1994","786"
"23","Salem","125415","117426","6240","1749"
"24","Sivagangai","23454","22508","730","216"
"25","Tenkasi","32628","30852","1286","490"
"26","Thanjavur","91382","87280","3070","1032"
"27","Theni","50426","48479","1416","531"
"28","Thirupathur","35559","33407","1521","631"
"29","Thiruvallur","145780","140180","3681","1919"
"30","Thiruvannamalai","66286","63196","2408","682"
"31","Thiruvarur","47485","45454","1563","468"
"32","Thoothukudi","64659","62904","1314","441"
"33","Tirunelveli","62317","59525","2348","444"
"34","Tiruppur","127691","117813","8833","1045"
"35","Trichy","93877","89595","3132","1150"
"36","Vellore","56958","55069","727","1162"
"37","Villupuram","54148","51778","2004","366"
"38","Virudhunagar","56448","53999","1897","552"
"39","Airport Surveillance 
(International)","1234","1211","22","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,10,882","32,51,295","1,21,828","37,759"
