"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","1","0","0","2079","19","6","0"
"East Jaintia Hills","0","3","0","2669","39","9","0"
"East Khasi Hills","6","6","0","47776","1077","49","16"
"Eastern West Khasi Hills","0","0","0","156","9","0","0"
"North Garo Hills","0","1","0","1918","10","3","0"
"Ri-Bhoi","5","4","0","10544","101","21","5"
"South Garo Hills","1","2","0","1431","14","10","1"
"South West Garo Hills","3","3","0","2243","21","18","0"
"South West Khasi Hills","0","0","0","2716","20","10","3"
"West Garo Hills","7","4","0","11751","84","311","5"
"West Jaintia Hills","1","2","0","7311","141","26","2"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","24","25","0","96264","1613","463","32"
