"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20040","19721","52","267"
"2","Chengalpattu","247581","242878","2045","2658"
"3","Chennai","779048","764608","5371","9069"
"4","Coimbatore","334379","330554","1207","2618"
"5","Cuddalore","74855","73730","230","895"
"6","Dharmapuri","36409","36059","67","283"
"7","Dindigul","37998","37091","242","665"
"8","Erode","133657","132593","330","734"
"9","Kallakurichi","36769","36519","35","215"
"10","Kancheepuram","96848","95205","341","1302"
"11","Kanyakumari","88286","86849","352","1085"
"12","Karur","29954","29511","71","372"
"13","Krishnagiri","60233","59643","220","370"
"14","Madurai","92165","90686","243","1236"
"15","Mayiladuthurai","26772","26327","115","330"
"16","Nagapattinam","25692","25228","89","375"
"17","Namakkal","68646","67881","231","534"
"18","Nilgiris","42506","42200","80","226"
"19","Perambalur","14809","14490","70","249"
"20","Pudukottai","34853","34277","150","426"
"21","Ramanathapuram","24913","24489","56","368"
"22","Ranipet","55024","54001","236","787"
"23","Salem","128918","126596","560","1762"
"24","Sivagangai","24456","24081","156","219"
"25","Tenkasi","33395","32743","162","490"
"26","Thanjavur","92810","91486","284","1040"
"27","Theni","51106","50410","163","533"
"28","Thirupathur","35856","35186","37","633"
"29","Thiruvallur","151534","149025","569","1940"
"30","Thiruvannamalai","67561","66685","191","685"
"31","Thiruvarur","48428","47789","166","473"
"32","Thoothukudi","66510","65749","313","448"
"33","Tirunelveli","64774","63843","486","445"
"34","Tiruppur","130597","129376","169","1052"
"35","Trichy","96849","95298","390","1161"
"36","Vellore","57694","56449","82","1163"
"37","Villupuram","55405","54810","228","367"
"38","Virudhunagar","58105","57196","354","555"
"39","Airport Surveillance 
(International)","1375","1365","9","1"
"40","Airport Surveillance 
(Domestic)","1146","1144","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,28,384","34,74,199","16,153","38,032"
