"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","6","0","2","0","1914","1894","14"
"East Jaintia Hills","2","0","1","0","2446","2412","32"
"East Khasi Hills","89","2","9","0","41886","40793","1004"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","7","4","1","0","9740","9643","90"
"South Garo Hills","0","0","0","0","1218","1206","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","1","0","0","0","2550","2532","17"
"West Garo Hills","8","0","1","0","9088","9007","73"
"West Jaintia Hills","2","0","0","0","6824","6686","136"
"West Khasi Hills","3","0","0","0","5520","5443","74"
"Total","118","6","14","0","84744","83148","1478"
