"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","3","1","0","0","1921","1902","16"
"East Jaintia Hills","24","14","0","0","2474","2418","32"
"East Khasi Hills","886","163","59","0","43171","41272","1013"
"North Garo Hills","4","2","0","0","1690","1678","8"
"Ri-Bhoi","63","4","2","0","9813","9660","90"
"South Garo Hills","3","0","0","0","1221","1206","12"
"South West Garo Hills","4","1","0","0","1877","1855","18"
"South West Khasi Hills","9","0","0","0","2559","2533","17"
"West Garo Hills","95","18","12","0","9243","9075","73"
"West Jaintia Hills","21","5","1","0","6852","6695","136"
"West Khasi Hills","16","3","0","0","5537","5446","75"
"Total","1128","211","74","0","86358","83740","1490"
