"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19892","19620","5","267"
"2","Chengalpattu","238619","234518","1443","2658"
"3","Chennai","759139","746455","3616","9068"
"4","Coimbatore","330955","327751","587","2617"
"5","Cuddalore","74312","73396","21","895"
"6","Dharmapuri","36210","35921","6","283"
"7","Dindigul","37490","36819","6","665"
"8","Erode","132764","131985","45","734"
"9","Kallakurichi","36529","36311","3","215"
"10","Kancheepuram","95011","93443","266","1302"
"11","Kanyakumari","86764","85354","325","1085"
"12","Karur","29778","29393","13","372"
"13","Krishnagiri","59701","59294","37","370"
"14","Madurai","91219","89881","102","1236"
"15","Mayiladuthurai","26520","26177","13","330"
"16","Nagapattinam","25454","25071","8","375"
"17","Namakkal","68055","67492","29","534"
"18","Nilgiris","42245","41966","53","226"
"19","Perambalur","14501","14221","31","249"
"20","Pudukottai","34490","34052","12","426"
"21","Ramanathapuram","24692","24315","9","368"
"22","Ranipet","54084","53202","95","787"
"23","Salem","127542","125694","86","1762"
"24","Sivagangai","23915","23647","49","219"
"25","Tenkasi","32806","32265","51","490"
"26","Thanjavur","92216","91141","35","1040"
"27","Theni","50642","50074","35","533"
"28","Thirupathur","35754","35111","10","633"
"29","Thiruvallur","148288","145897","452","1939"
"30","Thiruvannamalai","66879","66148","46","685"
"31","Thiruvarur","48048","47555","21","472"
"32","Thoothukudi","65194","64573","173","448"
"33","Tirunelveli","63023","62407","171","445"
"34","Tiruppur","130014","128913","49","1052"
"35","Trichy","95184","93893","130","1161"
"36","Vellore","57405","56194","48","1163"
"37","Villupuram","54617","54229","22","366"
"38","Virudhunagar","56961","56302","105","554"
"39","Airport Surveillance 
(International)","1332","1320","11","1"
"40","Airport Surveillance 
(Domestic)","1133","1129","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,69,805","34,23,557","8,222","38,026"
