"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19743","18796","681","266"
"2","Chengalpattu","232000","221009","8350","2641"
"3","Chennai","743031","719306","14713","9012"
"4","Coimbatore","323700","308558","12553","2589"
"5","Cuddalore","73733","71252","1594","887"
"6","Dharmapuri","35839","34043","1514","282"
"7","Dindigul","37267","35565","1040","662"
"8","Erode","130928","124526","5673","729"
"9","Kallakurichi","36359","35205","940","214"
"10","Kancheepuram","93572","89678","2601","1293"
"11","Kanyakumari","85367","80401","3884","1082"
"12","Karur","29383","27845","1168","370"
"13","Krishnagiri","59082","55916","2796","370"
"14","Madurai","90592","87476","1894","1222"
"15","Mayiladuthurai","26344","25399","622","323"
"16","Nagapattinam","25180","23867","943","370"
"17","Namakkal","67082","63676","2876","530"
"18","Nilgiris","41299","39633","1441","225"
"19","Perambalur","14384","13844","292","248"
"20","Pudukottai","34181","32712","1046","423"
"21","Ramanathapuram","24516","23386","764","366"
"22","Ranipet","53563","51009","1768","786"
"23","Salem","125712","118557","5406","1749"
"24","Sivagangai","23486","22605","665","216"
"25","Tenkasi","32643","31067","1086","490"
"26","Thanjavur","91476","87932","2511","1033"
"27","Theni","50449","48699","1219","531"
"28","Thirupathur","35600","33616","1353","631"
"29","Thiruvallur","145997","140683","3394","1920"
"30","Thiruvannamalai","66356","63607","2067","682"
"31","Thiruvarur","47577","45661","1448","468"
"32","Thoothukudi","64694","63130","1123","441"
"33","Tirunelveli","62375","59852","2079","444"
"34","Tiruppur","128010","119207","7758","1045"
"35","Trichy","94003","90058","2795","1150"
"36","Vellore","56978","55171","645","1162"
"37","Villupuram","54203","52172","1665","366"
"38","Virudhunagar","56510","54460","1498","552"
"39","Airport Surveillance 
(International)","1240","1212","27","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,15,986","32,72,322","1,05,892","37,772"
