"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","7","1","4","0","1868","1848","13"
"East Jaintia Hills","6","2","0","0","2433","2396","31"
"East Khasi Hills","275","20","26","2","41095","39830","990"
"North Garo Hills","4","0","0","0","1686","1674","8"
"Ri-Bhoi","16","0","5","0","9697","9592","89"
"South Garo Hills","1","0","0","0","1216","1203","12"
"South West Garo Hills","2","0","0","1","1872","1852","18"
"South West Khasi Hills","7","1","0","0","2549","2525","17"
"West Garo Hills","12","1","1","0","9029","8945","72"
"West Jaintia Hills","26","1","1","1","6804","6643","135"
"West Khasi Hills","56","1","0","0","5463","5336","71"
"Total","412","27","37","4","83712","81844","1456"
