"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2090","20","0","0"
"East Jaintia Hills","0","0","0","2678","40","1","0"
"East Khasi Hills","0","1","0","47920","1080","6","4"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1921","10","1","0"
"Ri-Bhoi","0","0","0","10611","102","5","0"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2271","21","0","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","4","9","0","11898","84","16","0"
"West Jaintia Hills","0","0","0","7329","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","4","10","0","96716","1622","30","4"
