"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16882","16585","36","261"
"2","Chengalpattu","172576","169221","840","2515"
"3","Chennai","555803","546029","1205","8569"
"4","Coimbatore","247822","244257","1132","2433"
"5","Cuddalore","64234","63195","169","870"
"6","Dharmapuri","28578","28135","166","277"
"7","Dindigul","33142","32439","55","648"
"8","Erode","104946","103484","770","692"
"9","Kallakurichi","31449","31126","113","210"
"10","Kancheepuram","75227","73668","299","1260"
"11","Kanyakumari","62550","61287","213","1050"
"12","Karur","24291","23697","234","360"
"13","Krishnagiri","43694","43182","162","350"
"14","Madurai","75321","74008","135","1178"
"15","Mayiladuthurai","23318","22961","41","316"
"16","Nagapattinam","21168","20701","115","352"
"17","Namakkal","52665","51695","468","502"
"18","Nilgiris","33743","33322","208","213"
"19","Perambalur","12083","11819","20","244"
"20","Pudukottai","30248","29744","87","417"
"21","Ramanathapuram","20587","20199","29","359"
"22","Ranipet","43495","42642","78","775"
"23","Salem","100441","98164","588","1689"
"24","Sivagangai","20288","19957","123","208"
"25","Tenkasi","27379","26862","32","485"
"26","Thanjavur","75683","74304","397","982"
"27","Theni","43590","43044","25","521"
"28","Thirupathur","29349","28660","63","626"
"29","Thiruvallur","119702","117503","356","1843"
"30","Thiruvannamalai","55075","54275","132","668"
"31","Thiruvarur","41645","40975","221","449"
"32","Thoothukudi","56402","55887","106","409"
"33","Tirunelveli","49477","48913","131","433"
"34","Tiruppur","96050","94383","684","983"
"35","Trichy","77866","76424","381","1061"
"36","Vellore","49991","48677","181","1133"
"37","Villupuram","45943","45484","103","356"
"38","Virudhunagar","46340","45733","59","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,11,584","26,65,178","10,159","36,247"
