Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Alipurduar,5,0,5,,683,1318,0,36,0,34,,35460,32325,1700000,,,,15625,102,15475,,985235,385991,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Bankura,15,0,21,,15379,2799,0,155,0,147,,114552,32428,3596292,,,,36468,274,35986,,2359699,738605,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Birbhum,18,0,15,,372,545,0,100,1,120,,20345,21410,3502387,,,,41297,287,40847,,1368140,552707,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Cooch Behar,15,0,11,,4870,1405,0,87,0,83,,97283,21642,2822780,,,,29362,97,29143,,1541515,443305,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Dakshin Dinajpur,23,0,17,,82,558,0,148,1,115,,18193,12379,1670931,,,,18037,171,17688,,1081686,375435,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Darjeeling,19,1,23,,42,264,0,149,4,185,,8966,31826,1842034,,,,57292,543,56511,,1333521,696132,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Hooghly,53,0,58,,24428,13187,0,393,7,453,,183940,67304,5520389,,,,86693,997,85103,,3552096,1411282,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Howrah,48,1,64,,1706,1826,0,459,3,476,,94586,47532,4841638,,,,99216,1527,97043,,3000511,1301608,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Jalpaiguri,10,1,13,,1890,1230,0,81,5,103,,80610,26433,3869675,,,,42063,577,41359,,1224748,437152,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Jhargram,4,0,5,,130,425,0,44,0,35,,17599,13061,1136548,,,,12179,27,12098,,732055,224647,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Kalimpong,1,0,3,,3,39,0,20,0,22,,274,4604,251642,,,,7056,54,6972,,180987,129024,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Kolkata,205,2,208,,190,1073,0,1516,22,1579,,18264,82942,4486679,,,,324057,5174,316725,,4802348,3122428,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Malda,11,0,10,,6508,1601,0,79,0,74,,155249,36407,3997970,,,,33485,186,33195,,2184393,626904,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Murshidabad,3,0,6,,14,1795,0,40,1,41,,221217,38891,7102430,,,,34033,329,33646,,4173876,1015002,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Nadia,35,0,37,,12253,2243,0,245,3,283,,129765,40621,5168488,,,,73578,862,72337,,2928707,924941,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,North 24 Parganas,146,4,126,,1060,9335,0,949,22,927,,128438,135465,10082852,,,,330206,4855,324024,,6676140,2855780,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Other State,0,0,0,,0,0,0,0,0,0,,0,0,0,,,,66,3,63,,0,0,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Paschim Bardhaman,20,0,21,,268,272,0,147,0,166,,32700,34126,2882031,,,,57925,356,57350,,1822311,711873,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Paschim Medinipur,22,0,23,,1166,1619,0,156,1,175,,167735,38329,5094238,,,,53737,508,52995,,2926311,916307,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Purba Bardhaman,9,0,21,,8093,3244,0,146,2,156,,157384,26686,4835532,,,,42151,200,41744,,2753630,886214,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Purba Medinipur,8,0,12,,67,2636,0,67,0,98,,31957,79030,4417377,,,,63165,397,62647,,3592546,1550704,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Purulia,2,0,2,,3326,3786,0,12,1,14,,47740,20332,2927965,,,,19431,114,19297,,1727681,512642,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,South 24 Parganas,37,2,64,,3704,2267,0,468,11,489,,171689,109136,8153176,,,,101425,1347,99439,,5022587,1941209,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
2021-11-07,WB,723,11,774,0,102461,57746,0,5580,85,5824,,2111040,1006383,Uttar Dinajpur,14,0,9,,16117,3918,0,83,1,49,,154815,36120,3000849,,,,19941,239,19608,,1496272,472302,2021-11-07T23:50:46.418456+05:30,96906000,,,,1598488,19226,1571295,19469502,58294445,22564537
