Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Anantapur,0,0,0,,234,471,0,157860,1093,156721,,2725073,1684934,4083315,,,,157869,1093,156732,,2725073,1684934,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,4410007,705
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Chittoor,0,0,0,,187,858,0,247105,1948,244497,,2862320,1918245,4170468,,,,247185,1949,244658,,2862320,1918245,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,4780565,1045
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,East Godavari,0,0,0,,7,20,0,293993,1290,291842,,3550233,2107093,5151549,,,,294064,1290,291939,,3550233,2107093,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,5657326,27
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Guntur,0,0,0,,964,800,0,178188,1240,176694,,3505562,1976705,4889230,,,,178248,1242,176720,,3505562,1976705,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,5482267,1764
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Y.S.R. Kadapa,0,0,0,,913,850,0,115661,644,114954,,1855664,1374509,2884524,,,,115683,644,114978,,1855664,1374509,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,3230173,1763
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Krishna,0,0,0,,85,319,0,119470,1433,117347,,3014204,2045861,4529009,,,,119545,1436,117481,,3014204,2045861,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,5060065,404
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Kurnool,0,0,0,,175,382,0,124145,853,123275,,2704121,1352222,4046601,,,,124149,853,123283,,2704121,1352222,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,4056343,557
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,S.P.S. Nellore,0,0,0,,2657,2479,0,146468,1053,145040,,2194948,1477442,2966082,,,,146505,1053,145098,,2194948,1477442,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,3672390,5136
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Prakasam,0,0,0,,2721,5835,0,138521,1125,137109,,2386070,1591653,3392764,,,,138542,1126,137181,,2386070,1591653,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,3977723,8556
2021-11-07,AP,0,0,0,0,10209,14737,0,2067422.57142857,14386.8571428571,2049206,,33441588,21389030,Srikakulam,0,0,0,,0,0,0,123172,786,122200,,1636988,1015001,2699471,,,,123199,786,122234,,1636988,1015001,2021-11-07 18:19:59.051444,52221000,,,,2067921,14392,2049961,29706769,33441588,21389030,54830618,24946,54830618,2651989,0
