,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,Central Delhi,,,,,1061,1554,0,,,,,6320.0,10782.0,0,,,,,,,,1187697,657256,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
1,1,1,1,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,East Delhi,,,,,1454,2849,0,,,,,6556.0,14196.0,0,,,,,,,,1010629,642917,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
2,2,2,2,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,New Delhi,,,,,581,1736,0,,,,,4435.0,12650.0,0,,,,,,,,901732,630958,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
3,3,3,3,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,North Delhi,,,,,1277,3045,0,,,,,7600.0,15175.0,0,,,,,,,,1247901,578377,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
4,4,4,4,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,North East Delhi,,,,,1950,1812,0,,,,,13387.0,9495.0,0,,,,,,,,916958,405963,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
5,5,5,5,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,North West Delhi,,,,,1646,3552,0,,,,,7960.0,18531.0,0,,,,,,,,1601623,867262,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
6,6,6,6,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,Shahdara,,,,,1700,2724,0,,,,,9160.0,13485.0,0,,,,,,,,898358,538719,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
7,7,7,7,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,South Delhi,,,,,1217,1718,0,,,,,4636.0,11529.0,0,,,,,,,,1224912,748949,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
8,8,8,8,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,South East Delhi,,,,,1380,2548,0,,,,,7236.0,16852.0,0,,,,,,,,1269815,789359,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
9,9,9,9,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,South West Delhi,,,,,1678,4188,0,,,,,10505.0,24783.0,0,,,,,,,,1508975,891429,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
10,10,10,10,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,Unknown,47.0,0.0,33.0,,0,0,0,248.0,0.0,231.0,,0.0,0.0,0,,,,1440118.0,25091.0,1414662.0,,0,0,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
11,11,11,11,2021-11-07,DL,47,0,33,43337,15640,28733,0,248.0,0.0,231.0,294362.0,88321.0,167886.0,West Delhi,,,,,1696,3007,0,,,,,10526.0,20408.0,0,,,,,,,,1375348,842076,2021-11-08 08:27:48.716612,19814000,,,,1440118,25091,1414662,29722115,13143948,7593265,0,0,0,0,0
