,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Ambala,0,0,0,,54,487,0,0.0,0.0,2.0,,986.0,8936.0,1136784,,,,30150.0,509.0,29641,,874006,580708,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
1,1,1,1,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Bhiwani,0,0,0,,532,4837,0,0.0,0.0,0.0,,2725.0,18297.0,1629109,,,,22409.0,652.0,21757,,743976,336062,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
2,2,2,2,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Charkhi Dadri,0,0,0,,0,137,0,0.0,0.0,0.0,,371.0,6276.0,502276,,,,5078.0,139.0,4939,,364970,268460,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
3,3,3,3,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Faridabad,2,0,5,,1601,4848,0,8.0,0.0,23.0,,5356.0,15302.0,1798954,,,,99910.0,716.0,99180,,1664296,856299,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
4,4,4,4,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Fatehabad,0,0,0,,332,1314,0,0.0,0.0,0.0,,746.0,3696.0,941522,,,,17875.0,481.0,17394,,575292,205459,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
5,5,5,5,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Gurugram,8,0,12,,1100,4512,0,46.0,0.0,47.0,,6954.0,23376.0,1514085,,,,181474.0,922.0,180501,,2200068,1400536,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
6,6,6,6,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Hisar,0,0,0,,223,1076,0,0.0,0.0,2.0,,1734.0,6807.0,1742815,,,,53995.0,1136.0,52859,,995947,338969,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
7,7,7,7,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Jhajjar,0,0,0,,483,1638,0,0.0,0.0,1.0,,4186.0,9858.0,956907,,,,18849.0,328.0,18515,,688697,303354,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
8,8,8,8,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Jind,0,0,0,,1043,2397,0,0.0,0.0,1.0,,5781.0,10980.0,1332042,,,,21209.0,533.0,20676,,710354,261839,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
9,9,9,9,2021-11-07,HR,18.0,0.0,18,0,9389,32144,0,74.0,1.0,96.0,100822.0,60824.0,174341.0,Kaithal,0,0,0,,28,207,0,0.0,0.0,0.0,,1407.0,4805.0,1072861,,,,11244.0,346.0,10898,,616575,222244,2021-11-07T23:50:20.078704+05:30,28672000,,,,771326.0,10050.0,761164,,17832863,8289142,0,0,0,0,0
