,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Agra,,,,,13538,15657,183,,,,,,159217.0,115544.0,14443.0,4380793,,,,,,,,3374573,1950193,14443,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
1,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Aligarh,,,,,5961,8920,162,,,,,,125079.0,75094.0,14428.0,3673849,,,,,,,,2746668,1557146,14428,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
2,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Ambedkar Nagar,,,,,1950,9385,126,,,,,,42025.0,113350.0,7512.0,2398709,,,,,,,,1821573,1116570,7512,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
3,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Amethi,,,,,5206,6162,463,,,,,,44731.0,58204.0,6460.0,2549935,,,,,,,,1411469,937094,6460,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
4,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Amroha,,,,,3515,5220,130,,,,,,42715.0,63554.0,5536.0,1838771,,,,,,,,1205324,803975,5536,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
5,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Auraiya,,,,,3311,11376,261,,,,,,57699.0,83455.0,6143.0,1372287,,,,,,,,1013152,601431,6143,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
6,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Ayodhya,,,,,4783,11709,117,,,,,,41972.0,105838.0,12876.0,2468371,,,,,,,,1886750,1207564,12876,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
7,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Azamgarh,,,,,5084,15997,238,,,,,,94455.0,177781.0,12564.0,4616509,,,,,,,,3806978,2220868,12564,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
8,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Baghpat,,,,,825,521,17,,,,,,25547.0,31396.0,4954.0,1302156,,,,,,,,959913,723005,4954,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
9,2022-01-23,UP,13654,18,16521,0,634703,760977,21566,25013,112707.0,93.0,122331.0,,8275321.0,9031604.0,790518.0,Bahraich,,,,,4361,7288,85,,,,,,144849.0,132827.0,12266.0,2384239,,,,,,,,2604000,1686214,12266,0,2022-01-24 12:39:09.047402,224979000,,,,1946819,23056,1830006,,152106986,96253901,790518,0,0.0,0.0
