,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Ambala,341,1,492,,55,410,36,1160.0,3252.0,5.0,3200.0,,8277.0,12145.0,3226.0,1136784,,,,38057.0,523,33713,,1007457,916703,6645,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
1,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Bhiwani,172,0,58,,132,206,12,87.0,1110.0,0.0,537.0,,8613.0,9802.0,1835.0,1629109,,,,24194.0,654,22417,,880778,722419,3618,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
2,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Charkhi Dadri,104,0,20,,39,444,14,25.0,532.0,0.0,318.0,,3059.0,16515.0,1294.0,502276,,,,5925.0,139,5325,,419866,372128,2445,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
3,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Faridabad,1232,2,1183,,2092,4907,463,2745.0,8314.0,7.0,6588.0,,31012.0,42717.0,4467.0,1798954,,,,119941.0,726,107631,,2025689,1493037,10284,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
4,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Fatehabad,71,0,28,,163,291,12,74.0,723.0,1.0,403.0,,6687.0,8791.0,345.0,941522,,,,19007.0,485,17916,,684969,446983,858,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
5,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Gurugram,2102,1,3079,,1769,2908,955,9386.0,20558.0,12.0,22540.0,,30183.0,41411.0,12708.0,1514085,,,,234941.0,944,214862,,2594911,2106369,25757,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
6,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Hisar,366,0,181,,298,390,63,308.0,2465.0,3.0,1604.0,,12654.0,14837.0,994.0,1742815,,,,57932.0,1141,54893,,1277713,857668,5234,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
7,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Jhajjar,177,0,228,,376,560,14,300.0,1340.0,0.0,1258.0,,11516.0,13782.0,1117.0,956907,,,,21505.0,328,20407,,831112,603794,2348,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
8,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Jind,145,1,117,,163,490,4,137.0,1101.0,1.0,773.0,,12350.0,19667.0,395.0,1332042,,,,23069.0,536,21666,,920942,609432,1470,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
9,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Kaithal,137,0,85,,36,109,18,118.0,973.0,1.0,449.0,,6864.0,20113.0,1114.0,1072861,,,,12822.0,350,11470,,873506,632868,2701,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
10,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Karnal,208,5,343,,112,152,15,781.0,2678.0,18.0,2524.0,,17020.0,12680.0,1990.0,1506323,,,,46106.0,573,42911,,1246153,898454,5620,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
11,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Kurukshetra,144,0,314,,128,489,22,262.0,1488.0,5.0,1175.0,,8612.0,28976.0,1171.0,964231,,,,24824.0,363,23549,,752612,557857,2567,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
12,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Mahendragarh,126,0,56,,110,375,53,46.0,734.0,0.0,408.0,,5308.0,7648.0,1651.0,921680,,,,22722.0,156,21994,,699596,518493,3426,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
13,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Nuh,41,0,46,,574,1321,0,58.0,270.0,2.0,193.0,,13364.0,31748.0,276.0,1089406,,,,5501.0,125,5203,,726683,310710,760,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
14,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Palwal,43,0,13,,494,1159,15,48.0,204.0,0.0,92.0,,13865.0,26253.0,710.0,1040493,,,,11417.0,153,11008,,801836,545256,1466,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
15,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Panchkula,615,1,485,,146,154,97,1608.0,3891.0,1.0,4240.0,,6331.0,6786.0,4053.0,558890,,,,40446.0,385,37565,,542931,453827,8416,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
16,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Panipat,245,0,200,,891,1691,65,273.0,1815.0,2.0,1321.0,,12771.0,21773.0,944.0,1202811,,,,34597.0,640,32188,,1093533,722895,2948,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
17,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Rewari,118,0,111,,157,224,70,180.0,1645.0,0.0,1079.0,,5205.0,7121.0,1820.0,896129,,,,22801.0,221,21552,,790991,620286,4744,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
18,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Rohtak,184,0,126,,155,262,22,444.0,1857.0,0.0,1562.0,,9201.0,13888.0,1059.0,1058683,,,,29377.0,534,27449,,865837,601877,2853,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
19,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Sirsa,182,0,120,,277,217,10,139.0,1314.0,0.0,832.0,,11326.0,12771.0,1275.0,1295114,,,,31519.0,511,29902,,1046128,739372,2787,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
20,2022-01-23,HR,7516.0,12,7683,33000,13916,21207,2192,19234.0,61921.0,73.0,55348.0,286529.0,268021.0,416396.0,45955.0,Sonipat,560,0,326,,725,708,173,785.0,4087.0,2.0,3125.0,,16831.0,17263.0,1540.0,1480080,,,,54592.0,258,51373,,1232281,846193,3532,0,2022-01-23T23:55:39.773223+05:30,28672000,,,,908819.0,10177,840866,15593337,22283640,16289991,105274,0,0.0,0.0
