,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Alipurduar,160,0,142,,106,1225,47,113,929.0,0.0,620.0,,9038.0,35223.0,10324.0,1700000,,,,17449,102,16468,,1149255,857699,10324,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
1,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Bankura,167,0,367,,32,945,710,937,1592.0,0.0,1933.0,,19655.0,183476.0,29438.0,3596292,,,,42011,276,39715,,2759030,1841478,29438,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
2,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Birbhum,449,6,925,,97,420,17,3443,3957.0,14.0,4846.0,,8324.0,37717.0,8536.0,3502387,,,,55263,321,49821,,1531201,1132318,8536,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
3,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Cooch Behar,193,0,192,,190,1198,52,263,1248.0,0.0,824.0,,48118.0,79834.0,12163.0,2822780,,,,32175,100,30909,,2051889,1205517,12163,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
4,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Dakshin Dinajpur,142,1,253,,83,810,104,356,1393.0,2.0,1215.0,,16446.0,47380.0,14909.0,1670931,,,,21787,181,20183,,1201273,925927,14909,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
5,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Darjeeling,433,2,621,,110,15,29,1211,3152.0,9.0,2823.0,,17561.0,19131.0,18267.0,1842034,,,,66151,566,62013,,1481249,1211374,18267,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
6,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Hooghly,235,2,1010,,607,7096,240,4891,2929.0,19.0,6057.0,,46900.0,228793.0,43581.0,5520389,,,,105638,1078,99219,,4030547,3008719,43581,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
7,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Howrah,221,6,1176,,434,1641,377,8476,2854.0,34.0,7219.0,,30247.0,192040.0,30709.0,4841638,,,,123317,1616,115542,,3475679,2693214,30709,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
8,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Jalpaiguri,220,0,366,,121,584,154,633,2073.0,4.0,1639.0,,9990.0,42274.0,10404.0,3869675,,,,47112,603,44438,,1640561,1022414,10404,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
9,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Jhargram,67,0,186,,92,61,5,478,807.0,1.0,1037.0,,15590.0,32282.0,5648.0,1136548,,,,14935,29,13900,,858184,578462,5648,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
10,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Kalimpong,146,0,62,,4,3,1,80,424.0,0.0,273.0,,339.0,784.0,2858.0,251642,,,,8006,55,7490,,198644,170910,2858,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
11,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Kolkata,973,10,5512,,415,206,433,43832,11834.0,61.0,34454.0,,50566.0,32566.0,70968.0,4486679,,,,440565,5474,406257,,5149299,3964677,70968,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
12,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Malda,313,0,644,,469,2403,180,1649,2919.0,2.0,3373.0,,56025.0,73236.0,10474.0,3997970,,,,42515,192,38752,,2669512,1375623,10474,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
13,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Murshidabad,262,0,419,,64,57,39,1449,1727.0,1.0,2301.0,,42072.0,323737.0,27481.0,7102430,,,,40383,334,37669,,5193740,3098328,27481,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
14,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Nadia,340,0,708,,1,12,0,2306,3054.0,6.0,3786.0,,45782.0,179132.0,29188.0,5168488,,,,84973,913,80141,,3823208,2364511,29188,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
15,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,North 24 Parganas,960,5,3637,,533,1548,452,19005,10806.0,55.0,21585.0,,105561.0,225792.0,46725.0,10082852,,,,396030,5151,371535,,7451101,5755331,46725,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
16,2022-01-23,WB,6980,36,20418,73214,6207,69769,4605,105896,67546.0,250.0,117418.0,452626.0,799532.0,2970243.0,571312.0,Other State,0,0,0,,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,,,66,3,63,,0,0,0,0,2022-01-23T23:55:52.983572+05:30,96906000,,,,1965245,20338,1834724,22779724,68901827,48579957,571312,0,0.0,0.0
