,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Anantnag,578,0,112,,75,67,21,26,1955.0,1.0,208.0,,4959.0,2690.0,5131.0,1070144,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,19391,212,16771,,852312,778866,5131,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
1,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Bandipora,261,0,126,,892,47,23,37,1478.0,0.0,420.0,,10401.0,2940.0,1860.0,385099,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,12187,111,10520,,323570,318058,1860,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
2,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Baramulla,564,1,311,,3257,745,153,182,4565.0,1.0,847.0,,23438.0,5987.0,7599.0,1015503,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,32877,293,26620,,844318,785091,7599,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
3,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Budgam,590,2,297,,1131,2840,41,173,3719.0,2.0,1586.0,,16777.0,9205.0,4861.0,735753,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,29746,224,26100,,643327,613444,4861,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
4,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Doda,140,0,10,,424,17,19,46,567.0,1.0,65.0,,5255.0,753.0,6996.0,409576,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,8800,139,8010,,338515,313338,6996,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
5,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Ganderbal,320,0,22,,8,21,106,35,1212.0,0.0,90.0,,477.0,397.0,2202.0,297003,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,12365,82,11045,,252589,230457,2202,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
6,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Jammu,1075,2,588,,131,512,526,1063,7595.0,15.0,2598.0,,7375.0,21384.0,34352.0,1526406,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,66164,1184,56155,,1298191,1192549,34352,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
7,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Kathua,83,1,77,,54,240,112,113,532.0,2.0,405.0,,4701.0,4016.0,4991.0,615711,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,10539,158,9764,,532663,489412,4991,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
8,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Kishtwar,26,0,0,,160,735,35,16,158.0,1.0,112.0,,1975.0,6818.0,2777.0,230696,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,5155,45,4955,,174717,154306,2777,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
9,2022-01-23,JK,6253,7,2493,74785,13016,10719,1367,3028,37829.0,38.0,10808.0,549389.0,149733.0,123015.0,124397.0,Kulgam,174,0,127,,3389,92,14,33,1290.0,0.0,390.0,,10831.0,4895.0,2815.0,422786,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,13265,118,11858,,430057,431049,2815,0,2022-01-23 19:56:01,13203000,2022-01-23 17:00:00+05:30,https://twitter.com/diprjk,,397202,4605,349731,20845604,10361783,9710758,124397,0,0.0,0.0
