,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Bishnupur,11,0,,132,4,3,17,16,101.0,0.0,,774.0,2469.0,1834.0,782.0,240363,2022-01-23 19:55:37,https://twitter.com/health_manipur,,9383,195,,78382,140216,103826,782,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
1,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Chandel,38,0,,122,12,21,277,7,79.0,1.0,,469.0,242.0,200.0,1632.0,144028,2022-01-23 19:55:37,https://twitter.com/health_manipur,,2540,42,,34597,28415,22348,1632,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
2,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Churachandpur,28,2,,111,0,1,0,41,280.0,3.0,,1282.0,1913.0,783.0,1732.0,271274,2022-01-23 19:55:37,https://twitter.com/health_manipur,,10677,166,,127005,114129,85851,1732,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
3,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Imphal East,82,0,,350,11,10,1,82,546.0,2.0,,2743.0,6869.0,3146.0,3441.0,452661,2022-01-23 19:55:37,https://twitter.com/health_manipur,,28786,485,,262915,278679,208940,3441,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
4,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Imphal West,177,1,,728,7,0,0,101,1272.0,3.0,,6409.0,6235.0,2649.0,3894.0,514683,2022-01-23 19:55:37,https://twitter.com/health_manipur,,45932,679,,474821,341253,263380,3894,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
5,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Jiribam,3,0,,129,0,0,0,2,39.0,0.0,,1227.0,189.0,105.0,391.0,43818,2022-01-23 19:55:37,https://twitter.com/health_manipur,,1087,7,,32076,29168,23987,391,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
6,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Kakching,23,0,,102,0,0,3,11,84.0,0.0,,472.0,2041.0,926.0,305.0,135481,2022-01-23 19:55:37,https://twitter.com/health_manipur,,6583,116,,62917,92537,70741,305,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
7,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Kamjong,0,0,,3,8,5,3,3,8.0,0.0,,131.0,136.0,101.0,34.0,45616,2022-01-23 19:55:37,https://twitter.com/health_manipur,,1001,5,,14976,12917,8625,34,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
8,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Kangpokpi,4,0,,46,122,86,9,4,169.0,0.0,,643.0,875.0,563.0,149.0,0,2022-01-23 19:55:37,https://twitter.com/health_manipur,,2979,64,,43212,47259,31117,149,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
9,2022-01-23,MN,411,3,134,2513,348,463,361,333,2814.0,10.0,673.0,17881.0,26798.0,13378.0,15290.0,Noney,3,0,,17,16,18,5,4,12.0,0.0,,135.0,220.0,139.0,493.0,0,2022-01-23 19:55:37,https://twitter.com/health_manipur,,1109,4,,18561,19776,14018,493,0,2022-01-23 19:55:39,3103000,2022-01-23 19:55:37,https://twitter.com/health_manipur,,130072,2025,124634,1509630,1388635,1032945,15290,0,0.0,0.0
