"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","12","41064","5","40631","65","0","368","0"
"","2","Ballari","47","116585","53","114441","369","1","1773","2"
"","3","Belagavi","39","101262","60","100045","209","0","1006","2"
"","4","Bengaluru Rural","24","79960","0","78893","159","0","908","0"
"","5","Bengaluru urban","1108","1851948","610","1827690","7279","0","16978","1"
"","6","Bidar","2","30004","3","29570","10","0","420","4"
"","7","Chamarajanagara","24","43935","11","43290","110","0","524","11"
"","8","Chikkaballapura","8","55861","0","55319","79","0","462","1"
"","9","Chikkamagaluru","16","57456","9","57017","32","0","407","0"
"","10","Chitradurga","2","46467","5","46202","26","0","239","0"
"","11","Dakshina 
Kannada","20","136435","4","134503","75","0","1847","10"
"","12","Davanagere","17","57939","0","57162","152","0","625","0"
"","13","Dharwada","62","85622","57","84023","198","1","1394","7"
"","14","Gadag","0","30665","2","30317","10","0","338","0"
"","15","Hassana","31","144672","13","143108","255","0","1307","2"
"","16","Haveri","25","27054","0","26313","71","0","670","0"
"","17","Kalaburagi","16","77200","0","76121","194","0","885","0"
"","18","Kodagu","17","49722","22","49245","124","0","352","1"
"","19","Kolara","16","63584","29","62839","79","0","666","0"
"","20","Koppala","10","41481","6","40881","58","1","542","0"
"","21  Mandya","","10","101984","1","101169","104","0","711","0"
"","22  Mysuru","","141","231491","61","228427","503","0","2561","0"
"","23","Raichuru","39","45879","19","45340","170","0","369","0"
"","24","Ramanagara","70","30021","9","29552","122","0","347","0"
"","25","Shivamogga","23","83820","19","82501","187","0","1131","1"
"","26","Tumakuru","24","160442","7","159105","117","0","1220","0"
"","27","Udupi","8","95972","3","95389","36","0","547","0"
"","28","Uttara Kannada","21","71591","0","70695","83","0","813","0"
"","29","Vijayapura","2","41131","9","40582","27","0","522","0"
"","30","Yadagiri","3","30000","0","29769","19","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1837","4031283","1017","3980172","10922","3","40147","42"
"*
     
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 14-08-2022 
Page 5 of 9","","","","","","","","","",""
