TT|2022-08-17 07:55:13.117804|GetSource|ERR|File Not Found
TT|2022-08-17 09:55:12.705678|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 09:55:25.216694|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 11:55:12.604622|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 11:55:25.867929|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 19:55:13.773733|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 19:55:28.132094|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 20:55:12.590728|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 20:55:28.904332|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 21:55:13.876626|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 21:55:43.884585|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 22:55:12.515234|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 22:55:30.401751|ExtractFromHTML|OK|COMPLETED
TT|2022-08-17 23:55:12.369163|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-08-17 23:55:27.990865|ExtractFromHTML|OK|COMPLETED
TT|2022-08-18 07:55:14.724756|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
