District,Recovered,Deceased,Active
फर्रखाबाद,11862,197,17
मनैपरुी,11453.0,189.0,17.0
बागपत,11014.0,143.0,16.0
मजुफ्फरनगर,38299.0,277.0,15.0
अलीगढ,25453.0,113.0,14.0
गोंडा,14094.0,284.0,14.0
सीतापरु,15734.0,187.0,14.0
अमठेी,11463.0,145.0,13.0
इटावा,15759.0,296.0,12.0
अयोध्या,18655.0,293.0,11.0
बलरामपरु,8102.0,139.0,11.0
बस्ती,12770.0,336.0,11.0
भदोही,8458.0,165.0,11.0
चदंौली,17516.0,378.0,11.0
चचत्रकूट,7739.0,79.0,11.0
महोबा,4457.0,88.0,11.0
मऊ,8922.0,86.0,11.0
पीलीभीत,12711.0,205.0,11.0
शामली,16682.0,48.0,9.0
औरैय्या,10773.0,211.0,7.0
बललया,22507.0,245.0,7.0
हापड़ु,15181.0,224.0,7.0
कानपरु देहात,7117.0,110.0,7.0
लमर्ापरु,11943.0,125.0,7.0
बदाय,17904.0,101.0,6.0
बबजनौर,18276.0,139.0,6.0
गाजीपरु,23860.0,295.0,6.0
रामपरु,14599.0,153.0,6.0
कासगजं,4876.0,55.0,5.0
श्रावस्ती,5229.0,41.0,5.0
हाथरस,3712.0,43.0,4.0
मरुादाबाद,46064.0,367.0,4.0
