,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
0,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Almora,0,0,0,,37,416,0,12188,196,11376,,378242,215715,621927,,,,12190,196,11378,,378242,215715,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,593957,453
1,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Bageshwar,0,0,0,,75,1286,0,5763,60,5678,,183447,131244,259840,,,,5764,60,5678,,183447,131244,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,314691,1361
2,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Chamoli,0,0,0,,13,268,0,12240,62,11971,,273850,191420,391114,,,,12242,62,11972,,273850,191420,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,465270,281
3,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Champawat,1,0,0,,44,613,0,7601,53,7358,,183354,119870,259315,,,,7603,53,7358,,183354,119870,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,303224,657
4,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Dehradun,3,0,4,,308,3611,0,112349,3521,108125,,1465464,793803,1698560,,,,112363,3521,108137,,1465464,793803,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,2259267,3919
5,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Haridwar,1,0,0,,224,1907,0,51495,1018,49092,,1456257,635360,1927029,,,,51498,1019,49096,,1456257,635360,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,2091617,2131
6,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Nainital,0,0,3,,31,288,0,39227,944,38134,,722854,398680,955128,,,,39232,944,38140,,722854,398680,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,1121534,319
7,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Pauri Garhwal,0,0,0,,25,108,0,17684,315,16667,,431320,229262,686527,,,,17686,315,16668,,431320,229262,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,660582,133
8,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Pithoragarh,0,0,1,,89,609,0,10258,181,9960,,318644,183765,485993,,,,10260,181,9962,,318644,183765,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,502409,698
9,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Rudraprayag,0,0,1,,30,326,0,8800,106,8534,,170911,113480,236857,,,,8800,106,8535,,170911,113480,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,284391,356
10,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Tehri Garhwal,0,0,0,,12,120,0,15835,108,14827,,381493,206527,616409,,,,15835,108,14827,,381493,206527,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,588020,132
11,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Udham Singh Nagar,0,0,0,,167,3581,0,37875,761,36314,,1277738,518326,1648367,,,,37875,761,36315,,1277738,518326,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,1796064,3748
12,2021-11-31,UT,5,0,9,0,1067,13216,0,343867,7399.571428571429,330168,,7477999,3898139,Uttarkashi,0,0,0,,12,83,0,12547,74,12129,,234425,160687,329686,,,,12548,74,12129,,234425,160687,2021-11-03T15:09:50.918324+05:30,11141000,,,,343896,7400,336345,,7477999,3898139,11376138,14283,11376138,395112,95
