,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
10,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Chhatarpur,,,,,492,4395,0,,,,,1094108,340704,1762857,,,,,,,,1094108,340704,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1434812.0,4887
11,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Chhindwara,,,,,886,20197,0,,,,,1625241,612040,2090306,,,,,,,,1625241,612040,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2237281.0,21083
12,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Damoh,,,,,184,3720,0,,,,,844741,330225,1263703,,,,,,,,844741,330225,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1174966.0,3904
13,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Datia,,,,,133,3380,0,,,,,560371,299613,786375,,,,,,,,560371,299613,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,859984.0,3513
14,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Dewas,,,,,257,3149,0,,,,,1005523,480368,1563107,,,,,,,,1005523,480368,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1485891.0,3406
15,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Dhar,,,,,408,5788,0,,,,,1371634,542002,2184672,,,,,,,,1371634,542002,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1913636.0,6196
16,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Dindori,,,,,223,3086,0,,,,,481589,189427,704218,,,,,,,,481589,189427,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,671016.0,3309
17,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Guna,,,,,570,6263,0,,,,,821969,290418,1240938,,,,,,,,821969,290418,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1112387.0,6833
18,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Gwalior,,,,,1825,4345,0,,,,,1453974,734495,2030543,,,,,,,,1453974,734495,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2188469.0,6170
19,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Harda,,,,,111,2826,0,,,,,394752,162119,570302,,,,,,,,394752,162119,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,556871.0,2937
20,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Hoshangabad,,,,,133,3691,0,,,,,865699,373636,1240975,,,,,,,,865699,373636,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1239335.0,3824
21,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Indore,,,,,563,4452,0,,,,,2951587,1733397,3272335,,,,,,,,2951587,1733397,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,4684984.0,5015
22,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Jabalpur,,,,,895,23926,0,,,,,1957965,1123285,2460714,,,,,,,,1957965,1123285,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,3081250.0,24821
23,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Jhabua,,,,,561,3143,0,,,,,608103,188463,1024091,,,,,,,,608103,188463,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,796566.0,3704
24,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Katni,,,,,171,2914,0,,,,,865445,309173,1291684,,,,,,,,865445,309173,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1174618.0,3085
25,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Khandwa,,,,,416,6590,0,,,,,863301,316838,1309443,,,,,,,,863301,316838,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1180139.0,7006
26,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Khargone,,,,,1133,10585,0,,,,,1148577,421699,1872413,,,,,,,,1148577,421699,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1570276.0,11718
27,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Mandla,,,,,263,6653,0,,,,,685145,253377,1053522,,,,,,,,685145,253377,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,938522.0,6916
28,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Mandsaur,,,,,205,4464,0,,,,,948270,335366,1339832,,,,,,,,948270,335366,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1283636.0,4669
29,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Morena,,,,,296,9523,0,,,,,1295954,592356,1965137,,,,,,,,1295954,592356,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1888310.0,9819
30,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Narsinghpur,,,,,198,6056,0,,,,,803423,324340,1092141,,,,,,,,803423,324340,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1127763.0,6254
31,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Neemuch,,,,,88,2027,0,,,,,579577,231210,825958,,,,,,,,579577,231210,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,810787.0,2115
32,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Niwari,,,,,0,0,0,,,,,0,0,0,,,,,,,,0,0,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,,0
33,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Other Region,,,,,0,0,0,,,,,0,0,0,,,,,,,,0,0,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,,0
34,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Panna,,,,,840,4616,0,,,,,601663,172736,1016028,,,,,,,,601663,172736,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,774399.0,5456
35,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Raisen,,,,,104,1141,0,,,,,885689,334163,1331699,,,,,,,,885689,334163,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1219852.0,1245
36,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Rajgarh,,,,,309,5009,0,,,,,1025893,455108,1546541,,,,,,,,1025893,455108,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1481001.0,5318
37,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Ratlam,,,,,545,17006,0,,,,,1026961,474978,1454483,,,,,,,,1026961,474978,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1501939.0,17551
38,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Rewa,,,,,579,4932,0,,,,,1640405,679711,2363744,,,,,,,,1640405,679711,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2320116.0,5511
39,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Sagar,,,,,830,13549,0,,,,,1564075,774295,2378295,,,,,,,,1564075,774295,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2338370.0,14379
40,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Satna,,,,,405,7282,0,,,,,1532990,488822,2228619,,,,,,,,1532990,488822,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2021812.0,7687
41,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Sehore,,,,,282,4712,0,,,,,909327,401087,1311008,,,,,,,,909327,401087,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1310414.0,4994
42,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Seoni,,,,,505,8530,0,,,,,946069,350401,1378876,,,,,,,,946069,350401,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1296470.0,9035
43,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Shahdol,,,,,63,1192,0,,,,,723290,338464,1064989,,,,,,,,723290,338464,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1061754.0,1255
44,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Shajapur,,,,,393,5902,0,,,,,620709,284814,1512353,,,,,,,,620709,284814,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,905523.0,6295
45,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Sheopur,,,,,177,1761,0,,,,,413372,142057,687952,,,,,,,,413372,142057,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,555429.0,1938
46,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Shivpuri,,,,,9,157,0,,,,,1109985,391864,1725818,,,,,,,,1109985,391864,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1501849.0,166
47,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Sidhi,,,,,244,3272,0,,,,,680106,229904,1126515,,,,,,,,680106,229904,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,910010.0,3516
48,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Singrauli,,,,,730,4380,0,,,,,741065,229346,1178132,,,,,,,,741065,229346,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,970411.0,5110
49,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Tikamgarh,,,,,499,3183,0,,,,,920091,297068,1444920,,,,,,,,920091,297068,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1217159.0,3682
50,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Ujjain,,,,,324,6544,0,,,,,1452571,843058,1986864,,,,,,,,1452571,843058,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,2295629.0,6868
51,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Umaria,,,,,81,2528,0,,,,,455573,199020,643579,,,,,,,,455573,199020,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,654593.0,2609
52,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Vidisha,,,,,262,6352,0,,,,,975553,355376,1458212,,,,,,,,975553,355376,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1330929.0,6614
53,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Unknown,16.0,0.0,8.0,,0,0,0,,,,,0,0,0,,,,792854.0,10524.0,782215.0,,0,0,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,,0
