,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
0,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Agar Malwa,,,,,325,6640,0,,,,,425171,135462,0,,,,,,,,425171,135462,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,560633.0,6965
1,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Alirajpur,,,,,125,1015,0,,,,,369696,115616,728677,,,,,,,,369696,115616,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,485312.0,1140
2,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Anuppur,,,,,158,2917,0,,,,,481396,167629,749521,,,,,,,,481396,167629,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,649025.0,3075
3,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Ashoknagar,,,,,189,2851,0,,,,,550276,188917,844979,,,,,,,,550276,188917,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,739193.0,3040
4,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Balaghat,,,,,1125,8991,0,,,,,1279308,558634,1701156,,,,,,,,1279308,558634,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1837942.0,10116
5,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Barwani,,,,,301,3673,0,,,,,789173,229009,1385659,,,,,,,,789173,229009,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1018182.0,3974
6,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Betul,,,,,908,10938,0,,,,,1043839,354612,1575247,,,,,,,,1043839,354612,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1398451.0,11846
7,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Bhind,,,,,300,3689,0,,,,,1034674,354754,1703562,,,,,,,,1034674,354754,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,1389428.0,3989
8,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Bhopal,,,,,521,5947,0,,,,,2013487,1174629,2368145,,,,,,,,2013487,1174629,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,3188116.0,6468
9,2021-11-31,MP,16,0,8,0,21300,290986,0,792824.7142857143,10523.857142857143,782192.0,,49933129.0,21128098.0,Burhanpur,,,,,156,1104,0,,,,,493774,222013,756993,,,,,,,,493774,222013,2021-11-03 09:46:07.874821,82232000,,,,792854,10524,782215,,49933129,21128098,71061227.0,312286.0,71061227.0,715787.0,1260
