Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-04-13,MH,Ahmednagar,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,377625,7242,0,370353,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Akola,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,66177,1470,0,64700,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Amravati,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,105942,1623,0,104314,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Aurangabad,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,176511,4284,0,172224,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Beed,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,109157,2882,0,106267,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Bhandara,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,67941,1142,0,66799,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Buldhana,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,92005,833,0,91171,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Chandrapur,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,98819,1592,0,97227,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Dhule,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,50727,670,0,50054,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Gadchiroli,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,36974,725,0,36246,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Gondia,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,45419,587,0,44830,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Hingoli,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,22168,514,0,21654,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Jalgaon,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,149517,2761,0,146756,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Jalna,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,66319,1224,0,65094,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Kolhapur,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,220473,5904,0,214565,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
2022-04-13,MH,Latur,,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104916,2489,0,102427,,2022-04-14 12:55:06.769493,2022-04-14 12:55:06.770341,,0 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7875448,147821,7726903,0,79760948
