,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2023-06-09,GA,Other State,,,,,,,,2023-06-10 17:55:29.427890,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",263244,4014,259177,,0,0
1,2023-06-09,GA,North Goa,,,,,,,,2023-06-10 17:55:29.427890,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",263244,4014,259177,,0,0
2,2023-06-09,GA,South Goa,,,,,,,,2023-06-10 17:55:29.427890,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",263244,4014,259177,,0,0
3,2023-06-09,GA,Unknown,,,,263244,4014,259177,,2023-06-10 17:55:29.427890,,,"As of 1st November 2022, this site will reflect the National and State level data as published by MoHFW. The district level data will not be updated beyond 31st October 2022.",263244,4014,259177,,0,0
