TT|2022-07-03 07:55:12.285303|GetSource|ERR|File Not Found
TT|2022-07-03 09:55:13.273267|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 09:55:25.361385|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 11:55:12.657600|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 11:55:25.675897|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 19:55:16.913669|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 19:55:41.223149|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 20:55:14.267945|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 20:55:37.325613|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 21:55:16.700021|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 21:55:43.528470|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 22:55:16.711469|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 22:55:42.710988|ExtractFromHTML|OK|COMPLETED
TT|2022-07-03 23:55:16.560639|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-03 23:55:33.601367|ExtractFromHTML|OK|COMPLETED
TT|2022-07-04 07:55:14.636601|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-07-04 09:55:18.389552|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
