"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19883","19616","0","267"
"2","Chengalpattu","235419","232713","48","2658"
"3","Chennai","751030","741831","131","9068"
"4","Coimbatore","329920","327275","28","2617"
"5","Cuddalore","74250","73349","6","895"
"6","Dharmapuri","36191","35908","0","283"
"7","Dindigul","37477","36812","0","665"
"8","Erode","132667","131931","2","734"
"9","Kallakurichi","36521","36306","0","215"
"10","Kancheepuram","94388","93071","15","1302"
"11","Kanyakumari","86216","85121","10","1085"
"12","Karur","29752","29380","0","372"
"13","Krishnagiri","59631","59258","3","370"
"14","Madurai","91030","89792","2","1236"
"15","Mayiladuthurai","26496","26166","0","330"
"16","Nagapattinam","25441","25065","1","375"
"17","Namakkal","68003","67465","4","534"
"18","Nilgiris","42123","41887","10","226"
"19","Perambalur","14461","14212","0","249"
"20","Pudukottai","34465","34037","2","426"
"21","Ramanathapuram","24674","24306","0","368"
"22","Ranipet","53918","53126","5","787"
"23","Salem","127366","125596","8","1762"
"24","Sivagangai","23826","23601","6","219"
"25","Tenkasi","32744","32254","0","490"
"26","Thanjavur","92146","91090","17","1039"
"27","Theni","50600","50065","2","533"
"28","Thirupathur","35734","35099","2","633"
"29","Thiruvallur","147444","145495","10","1939"
"30","Thiruvannamalai","66810","66123","2","685"
"31","Thiruvarur","48010","47538","0","472"
"32","Thoothukudi","64951","64501","2","448"
"33","Tirunelveli","62763","62316","2","445"
"34","Tiruppur","129927","128866","9","1052"
"35","Trichy","94944","93772","11","1161"
"36","Vellore","57298","56120","15","1163"
"37","Villupuram","54582","54214","2","366"
"38","Virudhunagar","56833","56274","5","554"
"39","Airport Surveillance 
(International)","1248","1241","6","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,52,714","34,14,323","366","38,025"
