District,Recovered,Deceased,Active
लखनऊ,292800,2685,651
प्रयागराज,86934,1106,305
गौतम बिु नगर,97199,490,289
गोरखपरु,65622,866,244
गाज़ियाबाद,83987,473,174
बलिया,22351,245,162
बाराबकंी,23457,225,160
लखीमपरु-खीरी,29772,299,132
िाराणसी,97324,988,124
आगरा,35507,464,117
झासी,43725,675,87
राय बरेिी,21137,346,86
िलितपरु,14573,133,82
मरेठ,87946,930,82
सलु्तानपरु,16766,144,78
कानपरु नगर,91359,1923,73
हरदोई,17134,365,61
आजमगढ़,19362,235,58
महाराजगजं,14593,146,57
अम्बडेकर नगर,5877,162,53
एटा,12049,100,46
सीतापरु,15698,187,44
बलुदंशहर,26269,252,42
बरेली,50031,377,40
बहराइच,13361,178,40
जौनपरु,24293,244,39
फतहेपरु,8223,141,37
बागपत,10995,143,35
प्रतापगढ़,16661,163,35
अमरोहा,19246,207,33
अमठेी,11442,145,32
जािौन,13805,208,31
कन्नौज,10760,125,31
लसद्धार् नगर,11490,102,31
देवररया,22356,230,29
कुशीनगर,16178,235,29
मर्रुा,25522,406,29
सतं कबीर नगर,8814,101,28
फर्रखाबाद,11854,197,26
शाहजहांपरु,24358,447,26
उन्नाव,16823,257,25
बादा,12015,166,23
कौशाम्बी,4840,72,23
