"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","0","0","2049","17","2","0"
"East Jaintia Hills","0","1","0","2618","38","3","0"
"East Khasi Hills","0","0","0","47069","1075","7","3"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","0","0","0","1880","9","0","0"
"Ri-Bhoi","0","1","0","10308","98","2","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","0","0","2094","20","1","0"
"South West Khasi Hills","0","0","0","2698","20","1","0"
"West Garo Hills","0","1","0","10721","80","2","0"
"West Jaintia Hills","1","1","0","7191","139","3","0"
"West Khasi Hills","0","1","0","5651","76","2","0"
"Total","1","5","0","93762","1593","23","3"
