"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16917","16633","20","264"
"2","Chengalpattu","173490","170306","653","2531"
"3","Chennai","557528","547690","1235","8603"
"4","Coimbatore","249627","245916","1253","2458"
"5","Cuddalore","64367","63401","94","872"
"6","Dharmapuri","28757","28349","130","278"
"7","Dindigul","33209","32502","57","650"
"8","Erode","105999","104455","849","695"
"9","Kallakurichi","31546","31271","65","210"
"10","Kancheepuram","75499","74039","197","1263"
"11","Kanyakumari","62733","61546","132","1055"
"12","Karur","24532","23995","176","361"
"13","Krishnagiri","43795","43367","75","353"
"14","Madurai","75477","74170","125","1182"
"15","Mayiladuthurai","23362","23016","28","318"
"16","Nagapattinam","21293","20844","94","355"
"17","Namakkal","53264","52346","413","505"
"18","Nilgiris","34013","33591","209","213"
"19","Perambalur","12101","11846","11","244"
"20","Pudukottai","30315","29847","50","418"
"21","Ramanathapuram","20621","20234","28","359"
"22","Ranipet","43533","42728","30","775"
"23","Salem","101085","98934","451","1700"
"24","Sivagangai","20366","20098","59","209"
"25","Tenkasi","27388","26894","9","485"
"26","Thanjavur","76020","74772","257","991"
"27","Theni","43599","43069","9","521"
"28","Thirupathur","29376","28732","17","627"
"29","Thiruvallur","120073","117959","268","1846"
"30","Thiruvannamalai","55162","54431","61","670"
"31","Thiruvarur","41829","41240","131","458"
"32","Thoothukudi","56475","56012","53","410"
"33","Tirunelveli","49616","49087","96","433"
"34","Tiruppur","96871","95285","590","996"
"35","Trichy","78354","76943","333","1078"
"36","Vellore","50129","48873","117","1139"
"37","Villupuram","45992","45603","32","357"
"38","Virudhunagar","46388","45808","32","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,23,245","26,78,371","8,442","36,432"
