,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2022-10-10,TT,Andaman and Nicobar Islands,,,,10718,129,10564,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
1,2022-10-10,TT,Andhra Pradesh,,,,2338531,14733,2323634,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
2,2022-10-10,TT,Arunachal Pradesh,,,,66861,296,66552,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
3,2022-10-10,TT,Assam,,,,745754,8035,735063,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
4,2022-10-10,TT,Bihar,,,,850687,12302,838289,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
5,2022-10-10,TT,Chandigarh,,,,99241,1181,98030,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
6,2022-10-10,TT,Chhattisgarh,,,,1176690,14137,1162237,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
7,2022-10-10,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11587,4,11582,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
8,2022-10-10,TT,Delhi,,,,2004120,26505,1977230,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
9,2022-10-10,TT,Goa,,,,258312,3966,254203,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
10,2022-10-10,TT,Gujarat,,,,1275498,11036,1263746,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
11,2022-10-10,TT,Haryana,,,,1055275,10707,1044350,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
12,2022-10-10,TT,Himachal Pradesh,,,,312320,4210,308015,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
13,2022-10-10,TT,Jammu and Kashmir,,,,479215,4785,474365,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
14,2022-10-10,TT,Jharkhand,,,,442414,5330,437020,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
15,2022-10-10,TT,Karnataka,,,,4065691,40287,4022742,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
16,2022-10-10,TT,Kerala,,,,6813224,71264,6736401,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
17,2022-10-10,TT,Ladakh,,,,29363,231,29109,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
18,2022-10-10,TT,Lakshadweep,,,,11415,52,11363,,,2022-10-10 11:55:40.458013,,,,44614437,528814,44057544,897079230,2189972644
