"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","5","0","0","0","1870","1852","13"
"East Jaintia Hills","4","1","2","0","2435","2399","32"
"East Khasi Hills","259","18","14","0","41220","39971","990"
"North Garo Hills","3","0","0","0","1686","1675","8"
"Ri-Bhoi","13","2","8","0","9707","9604","90"
"South Garo Hills","0","0","0","0","1216","1204","12"
"South West Garo Hills","0","0","2","0","1872","1854","18"
"South West Khasi Hills","3","0","2","0","2549","2529","17"
"West Garo Hills","25","1","1","0","9047","8950","72"
"West Jaintia Hills","11","0","3","0","6807","6661","135"
"West Khasi Hills","26","1","4","1","5477","5379","72"
"Total","349","23","36","1","83886","82078","1459"
