,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-12,DL,Central Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
1,1,2021-11-12,DL,East Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
2,2,2021-11-12,DL,New Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
3,3,2021-11-12,DL,North Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
4,4,2021-11-12,DL,North East Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
5,5,2021-11-12,DL,North West Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
6,6,2021-11-12,DL,Shahdara,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
7,7,2021-11-12,DL,South Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
8,8,2021-11-12,DL,South East Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
9,9,2021-11-12,DL,South West Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
10,10,2021-11-12,DL,West Delhi,,,,,,,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
11,11,2021-11-12,DL,Unknown,,,,1440332.0,25093.0,1414868.0,,2021-11-13 15:01:13.134329,,,,1440332,25093,1414868,29972235
