"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4431","4004","47","4","376"
"Bageshwar","2073","1976","11","0","86"
"Chamoli","3154","2964","83","3","104"
"Champawat","1862","1792","49","1","20"
"Dehradun","32408","31639","243","163","363"
"Haridwar","12818","12401","160","23","234"
"Nainital","11219","11091","62","29","37"
"Pauri Garhwal","5187","4120","84","17","966"
"Pithoragarh","2526","2311","78","4","133"
"Rudraprayag","2676","2507","43","2","124"
"Tehri Garhwal","2325","1965","38","5","317"
"U.S. Nagar","8750","8449","31","5","265"
"Uttarkashi","1606","1421","20","4","161"
"Total","91035","86640","949","260","3186"
