,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Bilaspur,3,1,0,,0,0,0,16,43.0,2.0,18.0,0.0,97.0,766.0,0,382056,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,14659,90,14520,,327684,321306,0,1,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
1,1,1,1,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Chamba,1,0,0,,6,81,0,1,3.0,0.0,1.0,0.0,123.0,585.0,0,518844,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,13740,160,13574,,374863,357028,0,2,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
2,2,2,2,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Hamirpur,3,0,13,,4,22,0,49,36.0,1.0,44.0,0.0,161.0,620.0,0,454293,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,18070,307,17714,,383700,364164,0,1,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
3,3,3,3,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Kangra,8,1,6,,0,3,0,101,66.0,2.0,67.0,0.0,581.0,2393.0,0,1507223,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,52241,1178,50966,,1205652,1151648,0,5,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
4,4,4,4,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Kinnaur,0,0,1,,0,0,0,0,2.0,0.0,1.0,0.0,26.0,127.0,0,84298,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,3531,39,3490,,80100,69103,0,0,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
5,5,5,5,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Kullu,0,0,1,,2,9,0,4,4.0,0.0,4.0,0.0,266.0,2146.0,0,437474,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,9750,158,9585,,363261,330173,0,2,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
6,6,6,6,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Lahaul and Spiti,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,5.0,48.0,0,31528,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,2962,18,2942,,32165,25610,0,0,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
7,7,7,7,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Mandi,3,0,7,,0,0,0,85,28.0,1.0,55.0,0.0,233.0,1143.0,0,999518,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,32102,463,31601,,793175,746066,0,0,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
8,8,8,8,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Shimla,5,0,11,,4,7,0,66,36.0,1.0,59.0,0.0,879.0,2295.0,0,813384,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,28109,655,27403,,700322,650254,0,4,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
9,9,9,9,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Sirmaur,2,0,1,,0,0,0,5,2.0,0.0,6.0,0.0,256.0,1180.0,0,530164,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,15473,211,15260,,439805,415741,0,0,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
10,10,10,10,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Solan,8,0,5,,57,212,0,35,32.0,0.0,80.0,0.0,1064.0,5935.0,0,576670,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,23129,315,22775,,712512,616550,0,0,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
11,11,11,11,2021-12-25,HP,34,2,56,0,73,340,0,421,271.0,7.0,393.0,0,3897.0,18020.0,0.0,Una,1,0,11,,0,6,0,59,19.0,0.0,58.0,0.0,206.0,782.0,0,521057,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,14771,262,14453,,442226,432623,0,2,2021-12-25 21:56:01,7300000,2021-12-25 19:00:00+05:30,https://twitter.com/nhm_hp,,228537,3856,224283,,5855465,5480266,0,17,0.0,0.0
