Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2021-12-25,MH,Ahmednagar,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,343409,7153,11,335855,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Akola,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58814,1428,4,57372,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Amravati,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96309,1598,2,94703,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Aurangabad,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,156094,4264,14,151747,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Beed,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104160,2838,7,101261,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Bhandara,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,59996,1124,10,58862,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Buldhana,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85645,808,6,84824,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Chandrapur,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,89039,1564,4,87466,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Dhule,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46175,656,11,45504,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Gadchiroli,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30476,669,33,29767,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
2021-12-25,MH,Gondia,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,40517,570,7,39938,,2022-01-22 00:35:12.879342,2022-01-22 00:35:12.880202,,3683 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6656240,141416,6502039,3683,68353269
