"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19945","19625","53","267"
"2","Chengalpattu","241401","236197","2546","2658"
"3","Chennai","766726","750711","6946","9069"
"4","Coimbatore","331871","328410","844","2617"
"5","Cuddalore","74396","73426","75","895"
"6","Dharmapuri","36243","35931","29","283"
"7","Dindigul","37542","36827","50","665"
"8","Erode","132970","132043","193","734"
"9","Kallakurichi","36579","36317","47","215"
"10","Kancheepuram","95637","93782","553","1302"
"11","Kanyakumari","87337","85730","522","1085"
"12","Karur","29814","29409","33","372"
"13","Krishnagiri","59824","59338","116","370"
"14","Madurai","91562","89999","327","1236"
"15","Mayiladuthurai","26558","26191","37","330"
"16","Nagapattinam","25499","25087","37","375"
"17","Namakkal","68183","67533","116","534"
"18","Nilgiris","42315","42036","53","226"
"19","Perambalur","14607","14261","97","249"
"20","Pudukottai","34547","34067","54","426"
"21","Ramanathapuram","24732","24326","38","368"
"22","Ranipet","54306","53311","208","787"
"23","Salem","127805","125797","246","1762"
"24","Sivagangai","24059","23713","127","219"
"25","Tenkasi","32934","32323","121","490"
"26","Thanjavur","92330","91187","103","1040"
"27","Theni","50708","50119","56","533"
"28","Thirupathur","35782","35124","25","633"
"29","Thiruvallur","149237","146426","872","1939"
"30","Thiruvannamalai","67043","66208","150","685"
"31","Thiruvarur","48100","47581","47","472"
"32","Thoothukudi","65601","64767","386","448"
"33","Tirunelveli","63527","62611","471","445"
"34","Tiruppur","130150","128975","123","1052"
"35","Trichy","95795","94069","565","1161"
"36","Vellore","57491","56253","75","1163"
"37","Villupuram","54785","54265","154","366"
"38","Virudhunagar","57231","56430","247","554"
"39","Airport Surveillance 
(International)","1354","1333","20","1"
"40","Airport Surveillance 
(Domestic)","1137","1133","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,88,091","34,33,299","16,765","38,027"
