"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","0","1","0","2049","17","1","0"
"East Jaintia Hills","1","3","0","2619","38","1","0"
"East Khasi Hills","1","0","0","47070","1075","8","3"
"Eastern West Khasi Hills","0","0","0","140","8","0","0"
"North Garo Hills","1","0","0","1881","9","1","0"
"Ri-Bhoi","0","0","0","10308","98","2","0"
"South Garo Hills","0","0","0","1343","13","0","0"
"South West Garo Hills","0","1","0","2094","20","0","0"
"South West Khasi Hills","0","1","0","2698","20","0","0"
"West Garo Hills","0","0","0","10721","80","2","0"
"West Jaintia Hills","0","1","0","7191","139","2","0"
"West Khasi Hills","0","0","0","5651","76","2","0"
"Total","3","7","0","93765","1593","19","3"
