District,Recovered,Deceased,Active
लखनऊ,290235,2682,2352
झ सी,43012,674,781
गौतम बिु नगर,96248,489,629
िाराणसी,96640,988,488
प्रय गर ज,86527,1103,432
लखीमपरु-खीरी,29273,298,422
गोरखपरु,65359,863,373
र य बरेली,20736,346,343
हरदोई,16744,364,301
गाज़ियाबाद,83537,473,292
कानपरु नगर,90936,1922,266
बरेली,49763,377,244
श हजह परु,24064,446,239
लललतपरु,14280,131,232
ब र बकी,23252,226,221
मह र जगज,14340,145,187
मरेठ,87722,930,184
सीत परु,15433,187,173
बद य,17716,101,171
सलु्त नपरु,16613,144,158
फतहेपरु,8032,141,152
देवररय,22190,228,137
अमरोह,19099,205,135
उन्न व,16655,257,131
लसद्ध र् नगर,11356,102,130
पीलीभीत,12531,203,123
कन्नौज,10608,124,122
बहर इच,13208,178,120
ज लौन,13637,207,119
क नपरु देह त,6966,110,118
अमठेी,11301,145,113
बलुदंशहर,26124,250,113
गोंड,13944,284,112
जौनपरु,24154,244,111
आजमगढ़,19267,234,108
मजुफ्फरनगर,38165,277,103
श्र वस्ती,5080,40,101
आगरा,35291,464,93
अम्बडेकर नगर,5787,161,93
सोनभद्र,18481,257,92
गाजीपरु,23758,290,86
भदोही,8351,165,84
कुशीनगर,16084,235,79
