,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Ahmedabad,20,0,3,8194,6090,46808,22,88.0,0.0,23.0,45618.0,32510.0,297922.0,7208200,2021-11-16 17:51:41.097123,,,238456,3411,234945,5387443,6012486,3875156,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
1,1,1,1,1,1,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Amreli,0,0,0,1243,1549,12397,0,1.0,0.0,1.0,6198.0,8251.0,62531.0,1513614,2021-11-16 17:51:41.097123,,,10811,102,10709,603308,940810,658556,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
2,2,2,2,2,2,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Anand,0,0,2,2286,2150,20007,6,2.0,0.0,3.0,10064.0,8270.0,137817.0,2090276,2021-11-16 17:51:41.097123,,,9641,49,9590,557426,1503301,1159332,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
3,3,3,3,3,3,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Aravalli,0,0,0,752,314,8049,0,0.0,0.0,0.0,3476.0,979.0,31567.0,1051746,2021-11-16 17:51:41.097123,,,5186,78,5108,367726,719603,580530,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
4,4,4,4,4,4,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Banaskantha,0,0,0,2124,1344,35614,0,1.0,0.0,0.0,14098.0,7647.0,253057.0,3116045,2021-11-16 17:51:41.097123,,,13632,162,13469,866606,2155496,1548129,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
5,5,5,5,5,5,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Bharuch,0,0,0,1227,1470,7807,0,1.0,0.0,0.0,7585.0,8060.0,50568.0,1550822,2021-11-16 17:51:41.097123,,,11427,118,11308,527504,1234150,754762,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
6,6,6,6,6,6,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Bhavnagar,0,0,0,1991,3736,17014,1,0.0,0.0,2.0,9181.0,19779.0,88932.0,2877961,2021-11-16 17:51:41.097123,,,21450,301,21147,1210056,1710235,1121172,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
7,7,7,7,7,7,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Botad,0,0,0,325,342,6301,0,0.0,0.0,0.0,1950.0,1778.0,26485.0,656005,2021-11-16 17:51:41.097123,,,2218,42,2176,257224,380775,267014,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
8,8,8,8,8,8,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Chhota Udaipur,0,0,0,1107,89,6430,0,0.0,0.0,0.0,6555.0,471.0,36603.0,1071831,2021-11-16 17:51:41.097123,,,3395,38,3357,278493,636468,491778,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
9,9,9,9,9,9,2021-11-16,GJ,35,0,17,69522,53753,449988,163,230.0,0.0,186.0,387962.0,257319.0,2584933.0,Dahod,0,0,0,1325,228,24301,0,0.0,0.0,0.0,11700.0,972.0,103984.0,2126558,2021-11-16 17:51:41.097123,,,9955,38,9917,724897,1500517,879903,2021-11-16 17:51:41.096417,67936000,2021-11-16 17:51:41.097463,,,826852,10087,816512,31605075,45178808,30157119,0,0,0,0,0
