,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7674,7534,129,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,521768,295361,226407,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,29,909,938,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2070095,2052718,14416,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,56325745,33784119,22541626,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,6256,25311,31567,117,241,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55222,54897,280,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,1358004,780915,577089,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,447,1240,1687,2,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,614166,604960,6052,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,30468536,20535918,9932618,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,8846,36222,45068,253,252,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726157,716472,9662,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,72160876,51377963,20782913,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,39268,71979,111247,1,4,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65389,64539,820,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,1519138,932319,586819,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,164,1228,1392,5,2,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006386,992543,13588,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,23477513,15297916,8179597,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,6530,9496,16026,28,10,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10682,10678,4,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,1069290,666536,402754,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,221,1323,1544,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1440440,1415008,25095,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,21395749,13372859,8022890,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,8175,16437,24612,16,27,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,178510,174885,3375,2021-11-16,TT,34456401,463852,33861756,2021-11-16 06:40:58.129214,625774159,2021-11-15 00:00:00,1107617,1131271338,755349450,375921888,2252846,1272928,979918,https://www.icmr.gov.in/,8865,197,11971,898118,341310,1239428,172,1169,1341,25,15,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363443.142857143,1340163.142857143,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
