,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,0,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Aizawl,,,,,190,2293,,,,,,569.0,5453.0,404054,,,,,,,,316685,250055,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
1,1,1,1,1,1,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Champhai,,,,,4,38,,,,,,187.0,594.0,125370,,,,,,,,74489,57244,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
2,2,2,2,2,2,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Hnahthial,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
3,3,3,3,3,3,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Khawzawl,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
4,4,4,4,4,4,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Kolasib,,,,,91,1,,,,,,256.0,1110.0,83054,,,,,,,,51048,35462,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
5,5,5,5,5,5,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Lawngtlai,,,,,959,275,,,,,,4181.0,1791.0,117444,,,,,,,,61194,28758,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
6,6,6,6,6,6,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Lunglei,,,,,0,0,,,,,,496.0,444.0,154094,,,,,,,,95695,75777,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
7,7,7,7,7,7,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Mamit,,,,,6,12,,,,,,165.0,540.0,85757,,,,,,,,44219,30351,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
8,8,8,8,8,8,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Saiha,,,,,0,32,,,,,,146.0,1539.0,56366,,,,,,,,34993,22093,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
9,9,9,9,9,9,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Saitual,,,,,0,0,,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
10,10,10,10,10,10,2021-11-16,MZ,459,4,250,0,1250,2651,4783.0,3984.0,17.0,4287.0,,6013.0,11747.0,Serchhip,,,,,0,0,,,,,,13.0,276.0,64875,,,,,,,,41974,36904,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
11,11,11,11,11,11,2021-11-16,MZ,459,4,250,0,1250,2651,,3984.0,17.0,4287.0,,6013.0,11747.0,Unknown,459.0,4.0,250.0,,0,0,,3984.0,17.0,4287.0,,0.0,0.0,0,,,,129845.0,467.0,123988.0,,0,0,2021-11-17 06:24:47.535981,1192000,,,,129845,467,123988,,720297,536644,0,0,0,0,0
