"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16931","16655","12","264"
"2","Chengalpattu","174310","171162","610","2538"
"3","Chennai","559119","549231","1265","8623"
"4","Coimbatore","251280","247565","1235","2480"
"5","Cuddalore","64453","63509","71","873"
"6","Dharmapuri","28874","28505","90","279"
"7","Dindigul","33272","32570","51","651"
"8","Erode","106819","105414","705","700"
"9","Kallakurichi","31581","31339","32","210"
"10","Kancheepuram","75782","74289","228","1265"
"11","Kanyakumari","62877","61699","119","1059"
"12","Karur","24745","24222","159","364"
"13","Krishnagiri","43930","43464","111","355"
"14","Madurai","75577","74313","79","1185"
"15","Mayiladuthurai","23397","23055","24","318"
"16","Nagapattinam","21377","20959","61","357"
"17","Namakkal","53877","52907","457","513"
"18","Nilgiris","34201","33836","148","217"
"19","Perambalur","12111","11857","9","245"
"20","Pudukottai","30346","29904","23","419"
"21","Ramanathapuram","20644","20265","20","359"
"22","Ranipet","43611","42781","52","778"
"23","Salem","101731","99518","499","1714"
"24","Sivagangai","20437","20167","60","210"
"25","Tenkasi","27397","26906","5","486"
"26","Thanjavur","76216","75074","144","998"
"27","Theni","43614","43084","9","521"
"28","Thirupathur","29417","28762","28","627"
"29","Thiruvallur","120442","118288","303","1851"
"30","Thiruvannamalai","55243","54514","57","672"
"31","Thiruvarur","41933","41388","85","460"
"32","Thoothukudi","56528","56078","38","412"
"33","Tirunelveli","49689","49200","56","433"
"34","Tiruppur","97673","96040","630","1003"
"35","Trichy","78620","77325","209","1086"
"36","Vellore","50294","49008","145","1141"
"37","Villupuram","46045","45651","36","358"
"38","Virudhunagar","46407","45843","15","549"
"39","Airport Surveillance 
(International)","1033","1029","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,33,346","26,88,888","7,883","36,575"
