District,Recovered,Deceased,Active
लखनऊ,295295,2694,744
गौतम बिु नगर,102651,491,699
गाज़ियाबाद,86448,473,342
िाराणसी,97865,988,138
कानपरु नगर,91739,1923,73
झ सी,44077,675,71
गोरखपरु,66030,866,60
चदंौली,17604,381,52
मरेठ,88244,932,47
प्रय गर ज,87566,1122,47
अलीगढ,25554,113,46
हरदोई,17392,375,44
बलुदंशहर,26448,254,42
लखीमपरु-खीरी,30064,300,42
मथरु,25695,406,42
आगरा,36033,465,40
जौनपरु,24469,244,40
अयोध्य,18713,293,37
सहारनपरु,38413,428,34
र य बरेली,21429,348,33
अमरोह,19298,208,30
फतहेपरु,8382,141,28
मरुादाबाद,46117,369,28
ब र बकंी,23754,227,27
औरैय्य,10831,211,25
मह र जगजं,14850,146,25
कन्नौज,10884,126,23
पीलीभीत,12755,207,22
उन्न व,16963,257,22
देवररय,22435,230,21
प्रतापगढ़,16773,163,20
श हजह ंपरु,24451,446,20
बरेली,50137,377,18
मनैपरुी,11537,189,15
सीत परु,15791,189,15
गोंड,14180,285,14
सभंल,11044,109,14
अम्बडेकर नगर,5979,167,13
आजमगढ़,19469,235,13
इट व,15790,297,13
क्रिरोजाबाद,10629,136,12
गाजीपरु,23893,295,12
सलु्त नपरु,16905,144,12
