,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10033,9904,129,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,676124,339145,325194,11785,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,271,289,353,913,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2319583,2304766,14730,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,91751567,44501648,45452131,1797788,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,1397,35544,9700,46641,5,37,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,64487,64188,296,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1664045,898566,739410,26069,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,247,230,58,535,1,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,724196,716209,6639,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,44187173,23676094,20205894,305185,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,22556,7812,1376,31744,0,0,0,,,1332900000,Assam,34293000
4,Bihar,830478,818207,12256,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,125848462,68884458,56043232,920772,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,74986,67172,5173,147331,1,3,0,,,1332900000,Bihar,119520000
5,Chandigarh,91932,90749,1165,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,2074703,1137522,908374,28807,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,543,611,228,1382,3,3,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1152173,1138069,14034,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,38267731,20209572,17616267,441892,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,24702,8079,1144,33925,3,21,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11441,11437,4,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1385539,771984,604255,9300,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,445,178,70,693,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1865494,1838852,26154,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,32733208,17846079,14377578,509551,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,4950,10307,3014,18271,112,92,0,,,1332900000,Delhi,19814000
9,Goa,245329,241454,3832,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,2693300,1421035,1238635,33630,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,1963,408,231,2602,4,2,0,,,1332900000,Goa,1540000
10,Gujarat,1223954,1212936,10942,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,106347514,53664647,50278292,2404575,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,13640,19596,10388,43624,13,4,0,,,1332900000,Gujarat,67936000
11,Haryana,985479,974587,10617,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,41991065,23177792,18526806,286467,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,7325,11888,2179,21392,69,59,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,284591,280367,4133,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,12680348,6510148,5957044,213156,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,3083,707,3962,7752,13,13,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,453827,448918,4750,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,22239725,11097225,10802072,340428,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,12059,5382,1850,19291,12,15,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,435153,429821,5315,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,38685222,22898872,15519463,266887,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,15976,18721,1777,36474,0,16,0,,,1332900000,Jharkhand,37403000
15,Karnataka,3945727,3904162,40055,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,104433479,53437835,49597725,1397919,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,86604,28893,7570,123067,29,61,0,,,1332900000,Karnataka,65798000
16,Kerala,6534352,6462811,68196,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,53532724,28217742,24093512,1221470,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,12959,8730,22067,43756,354,282,66,,,1332900000,Kerala,35125000
17,Ladakh,28225,27993,228,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,459746,235129,190018,34599,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,94,39,291,424,0,1,0,,,1332900000,Ladakh,293000
18,Lakshadweep,11402,11350,52,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,121424,61341,57370,2713,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,2,1,22,25,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,7874582,7725919,147793,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,161971773,89534520,70570922,1866331,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,70978,76346,14439,161763,136,128,4,,,1332900000,Maharashtra,122153000
20,Manipur,137132,134966,2120,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,2796919,1544963,1185108,66848,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,934,652,175,1761,6,5,0,,,1332900000,Manipur,3103000
21,Meghalaya,93774,92166,1593,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,2410217,1378278,1000630,31309,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,609,651,188,1448,4,1,0,,,1332900000,Meghalaya,3224000
22,Mizoram,225112,223513,687,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1543432,847821,668881,26730,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,1444,359,50,1853,149,188,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,1041164,1030348,10735,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,116350896,59631678,55755420,963798,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,58961,14760,3614,77335,7,19,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,35477,34708,759,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1581308,884232,672415,24661,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,814,535,185,1534,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1287757,1278367,9121,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,64131333,34036142,29144424,950767,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,37402,36533,7659,81594,15,45,0,,,1332900000,Odisha,43671000
26,Puducherry,165774,163812,1962,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1649692,956294,678111,15287,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,750,403,376,1529,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,759164,741342,17741,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,41168734,23316403,17399402,452929,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,17268,23561,3154,43983,12,22,0,,,1332900000,Punjab,29859000
28,Rajasthan,1283047,1273374,9552,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,103012026,55724952,45781933,1505141,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,24127,25091,5939,55157,5,14,0,,,1332900000,Rajasthan,77264000
29,Sikkim,39143,38684,452,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,1130840,576395,521764,32681,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,746,235,251,1232,2,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,3452955,3414674,38025,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,103589011,57628549,45257029,703433,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,19002,21583,2046,42631,24,31,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,791375,787004,4111,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,61399403,31877097,28958354,563952,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,13872,27447,2722,44041,30,41,0,,,1332900000,Telangana,37220000
32,Tripura,100878,99953,921,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,5223593,2837401,2308570,77622,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,1738,1678,951,4367,1,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,2070918,2047048,23497,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,302470805,167555008,132449911,2465886,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,158095,290304,10812,459211,36,33,1,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,437276,429105,7692,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,17246720,8755218,8054210,437292,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,4557,2122,2285,8964,6,10,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,2017541,1995804,21199,2022-04-06,TT,43030925,521487,42497567,2022-04-06 12:22:14.024107,792027412,2022-04-05 00:00:00,481374,1849442491,992090755,834891871,22459865,135813562,72187736,61603621,2022205,https://www.icmr.gov.in/,1086,71,1198,152798,788917,731788,1673503,36689,42070,26499,105258,34,52,0,,,1332900000,West Bengal,96906000
