,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7686,7550,129,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,557403,297052,260351,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,89,1880,1969,3,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2073252,2056670,14444,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,60356174,35183015,25173159,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,192165,141051,333216,159,169,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55285,54969,280,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,1410758,795857,614901,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,729,2046,2775,6,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,617163,608517,6111,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,33607654,21286259,12321395,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,77873,161965,239838,124,198,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,726230,716534,9664,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,83096729,54778033,28318696,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,142708,531191,673899,5,4,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,65475,64590,820,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,1583128,943618,639510,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,993,3798,4791,4,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1006870,992949,13593,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,26221548,16568450,9653098,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,59394,127046,186440,37,25,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10683,10679,4,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,1118042,675441,442601,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,439,1599,2038,0,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1441190,1415785,25098,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,22963808,13965888,8997920,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,38724,68340,107064,217,196,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,179046,175295,3384,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,2323528,1284838,1038690,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,879,3033,3912,56,16,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,827570,817158,10094,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,81940528,45903396,36037132,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,35576,381788,417364,50,24,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771760,761528,10054,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,28951502,18657144,10294358,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,31840,94621,126461,27,18,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,227354,222669,3850,2021-12-03,TT,34615757,470115,34045666,2021-12-03 10:44:06.706830,644668082,2021-12-02 00:00:00,1157156,1257727310,795175018,462552292,11096127,5831561,5264566,https://www.icmr.gov.in/,9216,391,8612,5570965,2287239,7858204,2974,54750,57724,85,113,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363444.857142857,1340165.4285714286,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
