"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20139","19821","51","267"
"2","Chengalpattu","249835","246245","932","2658"
"3","Chennai","784060","771339","3652","9069"
"4","Coimbatore","336584","332982","984","2618"
"5","Cuddalore","75236","74147","194","895"
"6","Dharmapuri","36570","36216","71","283"
"7","Dindigul","38427","37577","185","665"
"8","Erode","134537","133337","466","734"
"9","Kallakurichi","36848","36617","16","215"
"10","Kancheepuram","97385","96026","57","1302"
"11","Kanyakumari","88751","87445","221","1085"
"12","Karur","30051","29633","46","372"
"13","Krishnagiri","60823","60153","299","371"
"14","Madurai","92576","91185","155","1236"
"15","Mayiladuthurai","26974","26539","105","330"
"16","Nagapattinam","25784","25382","27","375"
"17","Namakkal","69067","68336","197","534"
"18","Nilgiris","42628","42352","50","226"
"19","Perambalur","14852","14559","44","249"
"20","Pudukottai","35045","34544","75","426"
"21","Ramanathapuram","24954","24568","18","368"
"22","Ranipet","55585","54636","162","787"
"23","Salem","129864","127647","455","1762"
"24","Sivagangai","24747","24393","135","219"
"25","Tenkasi","33659","33040","129","490"
"26","Thanjavur","93118","91961","117","1040"
"27","Theni","51618","50892","193","533"
"28","Thirupathur","35914","35256","25","633"
"29","Thiruvallur","152322","150315","67","1940"
"30","Thiruvannamalai","67870","67135","50","685"
"31","Thiruvarur","48713","48120","120","473"
"32","Thoothukudi","66857","66243","166","448"
"33","Tirunelveli","65288","64617","226","445"
"34","Tiruppur","131038","129814","172","1052"
"35","Trichy","97265","95916","188","1161"
"36","Vellore","57826","56607","56","1163"
"37","Villupuram","55810","55269","174","367"
"38","Virudhunagar","58969","58104","310","555"
"39","Airport Surveillance 
(International)","1380","1374","5","1"
"40","Airport Surveillance 
(Domestic)","1150","1146","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,50,547","35,01,916","10,598","38,033"
