"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","15","4","60515","0","4509","65018","23"
"Bageshwar","0","1","33918","0","2088","36002","0"
"Chamoli","21","23","45480","0","3197","48675","16"
"Champawat","109","240","57600","0","1908","59505","35"
"Dehradun","188","292","352104","1","32844","384813","24"
"Haridwar","40","69","300244","0","13063","313277","8"
"Nainital","29","65","75012","0","11305","86247","15"
"Pauri Garhwal","95","102","88630","0","5265","93888","2"
"Pithoragarh","0","4","38768","0","2558","41314","17"
"Rudraprayag","0","3","25938","1","2702","28640","21"
"Tehri Garhwal","4","12","31937","0","2351","34281","5"
"US Nagar","50","30","130189","0","8781","138946","12"
"Uttarkashi","18","89","35506","0","1637","37141","11"
"Total","569","934","1275841","2","92208","1367747","189"
