"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","32","40605","51","39879","364","2","362","0"
"2","Ballari","56","115180","251","112486","946","3","1746","2"
"3","Belagavi***","87","99691","369","95738","2957","0","994","2"
"4","Bengaluru Rural","12","79209","219","78126","177","0","906","0"
"5","Bengaluru 
Urban**","835","1773222","1979","1746482","9955","4","16784","1"
"6","Bidar","4","29761","22","29278","61","0","418","4"
"7","Chamarajanagara","16","43477","128","42727","217","1","522","11"
"8","Chikkaballapura","34","55541","75","54761","321","1","458","1"
"9","Chikkamagaluru","39","57119","51","56461","252","0","406","0"
"10","Chitradurga","35","45983","136","45046","704","0","233","0"
"11","Dakshina 
Kannada","61","135159","108","132805","521","1","1824","9"
"12","Davanagere","7","57468","50","56686","160","1","622","0"
"13","Dharwada","49","83858","66","82115","382","2","1359","2"
"14","Gadag","4","30544","40","30138","71","0","335","0"
"15","Hassana","50","143634","92","142000","331","0","1301","2"
"16","Haveri","47","26760","29","25972","121","0","667","0"
"17","Kalaburagi","32","76422","73","75219","329","0","874","0"
"18","Kodagu","48","48957","177","48194","415","1","347","1"
"19","Kolara","14","62874","34","62056","157","0","661","0"
"20","Koppala","9","41230","32","40501","192","1","537","0"
"21","Mandya","30","101331","92","100408","223","1","700","0"
"22","Mysuru","125","228852","285","225497","803","0","2552","0"
"23","Raichuru","6","45399","68","44850","190","1","359","0"
"24","Ramanagara","21","29712","20","29248","118","0","346","0"
"25","Shivamogga","50","83001","209","81007","868","0","1125","1"
"26","Tumakuru","61","159355","313","156993","1154","0","1208","0"
"27","Udupi","69","95350","261","94440","372","2","538","0"
"28","Uttara Kannada","38","70965","73","69621","536","2","808","0"
"29","Vijayapura","10","40920","102","40125","285","1","510","0"
"30","Yadagiri","13","29921","13","29609","102","0","210","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","1894","3931536","5418","3868501","23284","24","39715","36"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
** Data reconciled with District. 
***Belagavi reported two Non COVID deaths. 
 
 
Date: 16-02-2022 
 Page 5 of 17","","","","","","","","",""
