"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20023","19700","56","267"
"2","Chengalpattu","246789","241778","2353","2658"
"3","Chennai","777486","762658","5759","9069"
"4","Coimbatore","333845","330114","1114","2617"
"5","Cuddalore","74752","73672","185","895"
"6","Dharmapuri","36374","36039","52","283"
"7","Dindigul","37905","37015","225","665"
"8","Erode","133503","132487","282","734"
"9","Kallakurichi","36741","36485","41","215"
"10","Kancheepuram","96693","94950","441","1302"
"11","Kanyakumari","88152","86682","385","1085"
"12","Karur","29931","29494","65","372"
"13","Krishnagiri","60123","59594","159","370"
"14","Madurai","92032","90600","196","1236"
"15","Mayiladuthurai","26721","26303","88","330"
"16","Nagapattinam","25643","25193","75","375"
"17","Namakkal","68548","67807","207","534"
"18","Nilgiris","42469","42170","73","226"
"19","Perambalur","14787","14457","81","249"
"20","Pudukottai","34787","34225","136","426"
"21","Ramanathapuram","24888","24453","67","368"
"22","Ranipet","54894","53834","273","787"
"23","Salem","128690","126383","545","1762"
"24","Sivagangai","24382","24008","155","219"
"25","Tenkasi","33329","32684","155","490"
"26","Thanjavur","92689","91434","215","1040"
"27","Theni","50996","50350","113","533"
"28","Thirupathur","35843","35172","38","633"
"29","Thiruvallur","151248","148467","841","1940"
"30","Thiruvannamalai","67455","66572","198","685"
"31","Thiruvarur","48352","47735","144","473"
"32","Thoothukudi","66383","65589","346","448"
"33","Tirunelveli","64615","63692","478","445"
"34","Tiruppur","130511","129291","168","1052"
"35","Trichy","96721","95143","417","1161"
"36","Vellore","57662","56414","85","1163"
"37","Villupuram","55293","54677","250","366"
"38","Virudhunagar","57941","57027","359","555"
"39","Airport Surveillance 
(International)","1372","1365","6","1"
"40","Airport Surveillance 
(Domestic)","1146","1142","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,22,142","34,67,283","16,829","38,030"
