"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","1","1","0","1991","16","29","0"
"East Jaintia Hills","3","5","0","2557","32","31","0"
"East Khasi Hills","36","114","1","46588","1054","491","114"
"Eastern West Khasi Hills","2","11","0","109","5","45","4"
"North Garo Hills","1","0","0","1804","8","45","2"
"Ri-Bhoi","7","23","1","10171","94","128","2"
"South Garo Hills","0","7","0","1313","12","23","2"
"South West Garo Hills","2","2","0","2042","18","50","1"
"South West Khasi Hills","0","1","0","2656","19","51","0"
"West Garo Hills","3","12","0","10484","77","322","12"
"West Jaintia Hills","7","1","0","7045","138","93","5"
"West Khasi Hills","0","6","0","5603","75","31","0"
"Total","62","183","2","92363","1548","1339","142"
