,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10635,129,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,991264,347616,353285,290363,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340440,2325386,14733,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,110956931,44704253,47578731,18673947,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,3,0,2,5,33,103,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66907,66606,296,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,1924584,961348,821819,141417,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,3,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746117,738077,8035,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,50335776,24813012,22150253,3372511,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,853546,840392,12309,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,157284627,73485018,67912065,15887544,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,12,3,221,236,163,167,1,,,1332900000,Bihar,119520000
5,Chandigarh,100397,98897,1184,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,2291033,1185657,991018,114358,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,2,15,17,34,55,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1184777,1167750,14170,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,49167667,21267704,20343692,7556271,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,2,1,0,3,452,619,1,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,1579868,782348,636961,160559,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2036196,2004875,26613,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,37406919,18296980,15716896,3393043,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,10,20,24,54,1040,1320,7,,,1332900000,Delhi,19814000
9,Goa,262231,257775,4014,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,2874475,1440045,1295735,138695,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,75,79,0,,,1332900000,Goa,1540000
10,Gujarat,1289873,1277167,11074,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,128103560,54397812,54032162,19673586,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,11,1,3,15,204,334,0,,,1332900000,Gujarat,67936000
11,Haryana,1074664,1059538,10732,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,45544082,23681422,19848924,2013736,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,2,0,8,10,866,1481,2,,,1332900000,Haryana,28672000
12,Himachal Pradesh,321061,315652,4237,2023-04-27,TT,44924811,531424,44335977,2023-04-27 18:00:03.445179,926094333,2023-04-26 00:00:00,229175,2206627460,1027404337,951967499,227255624,15325484,6646550,6328308,2350626,https://www.icmr.gov.in/,8075,26,12932,4098,80,120,4298,0,0,0,0,198,296,0,,,1332900000,Himachal Pradesh,7300000
