"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4473","4081","12","4","376"
"Bageshwar","2082","1989","7","0","86"
"Chamoli","3180","3042","29","3","106"
"Champawat","1896","1794","81","1","20"
"Dehradun","32634","31875","227","169","363"
"Haridwar","12902","12594","50","24","234"
"Nainital","11252","11166","20","29","37"
"Pauri Garhwal","5227","4228","14","17","968"
"Pithoragarh","2539","2362","39","4","134"
"Rudraprayag","2692","2551","14","2","125"
"Tehri Garhwal","2342","2008","6","5","323"
"U.S. Nagar","8768","8468","29","5","266"
"Uttarkashi","1634","1455","7","5","167"
"Total","91621","87613","535","268","3205"
