District,Recovered,Deceased,Active
लखनऊ,295946,2694,1017
गौतम बिु नगर,103346,491,677
गाज़ियाबाद,86773,473,355
झ सी,44128,675,124
िाराणसी,97969,988,123
गोरखपरु,66086,866,106
लखीमपरु-खीरी,30088,300,101
कानपरु नगर,91799,1923,62
प्रय गर ज,87605,1123,54
बलुदंशहर,26493,254,47
सहारनपरु,38440,428,46
मरेठ,88278,932,45
अयोध्य,18739,293,42
जौनपरु,24508,244,41
पीलीभीत,12780,207,39
र य बरेली,21463,348,38
अमरोह,19298,208,35
देवररय,22453,230,34
अलीगढ,25592,113,31
ब र बकंी,23774,227,30
हरदोई,17440,375,27
चदंौली,17656,381,26
प्रतापगढ़,16799,163,26
औरैय्य,10856,211,25
आजमगढ़,19484,235,25
बरेली,50154,377,25
बस्ती,12829,337,23
मह र जगजं,14905,146,23
मथरु,25744,406,22
गोंड,14192,285,21
कन्नौज,10904,126,21
आगरा,36071,465,20
बागपत,11092,144,18
मरुादाबाद,46144,369,18
श हजह ंपरु,24471,446,17
गाजीपरु,23901,296,16
मजुफ्फरनगर,38355,277,16
उन्न व,16985,257,15
सलु्त नपरु,16911,144,14
सीत परु,15804,189,13
क्रिरोजाबाद,10642,136,12
मनैपरुी,11552,189,12
बहर इच,13428,178,11
