"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16847","16541","45","261"
"2","Chengalpattu","171608","168139","966","2503"
"3","Chennai","554439","544420","1477","8542"
"4","Coimbatore","246544","242820","1312","2412"
"5","Cuddalore","64051","62962","222","867"
"6","Dharmapuri","28398","27913","211","274"
"7","Dindigul","33083","32333","105","645"
"8","Erode","104164","102645","837","682"
"9","Kallakurichi","31336","31012","114","210"
"10","Kancheepuram","74910","73310","343","1257"
"11","Kanyakumari","62328","61091","189","1048"
"12","Karur","24048","23496","196","356"
"13","Krishnagiri","43536","42997","191","348"
"14","Madurai","75188","73818","198","1172"
"15","Mayiladuthurai","23273","22853","104","316"
"16","Nagapattinam","21046","20522","181","343"
"17","Namakkal","52154","51149","507","498"
"18","Nilgiris","33529","33110","209","210"
"19","Perambalur","12059","11779","37","243"
"20","Pudukottai","30163","29614","133","416"
"21","Ramanathapuram","20559","20144","58","357"
"22","Ranipet","43412","42531","107","774"
"23","Salem","99771","97488","600","1683"
"24","Sivagangai","20171","19838","127","206"
"25","Tenkasi","27350","26827","39","484"
"26","Thanjavur","75273","73754","547","972"
"27","Theni","43565","43009","36","520"
"28","Thirupathur","29283","28582","76","625"
"29","Thiruvallur","119309","117026","441","1842"
"30","Thiruvannamalai","54935","54068","200","667"
"31","Thiruvarur","41415","40714","262","439"
"32","Thoothukudi","56281","55742","131","408"
"33","Tirunelveli","49351","48785","135","431"
"34","Tiruppur","95265","93579","708","978"
"35","Trichy","77457","75944","456","1057"
"36","Vellore","49830","48536","163","1131"
"37","Villupuram","45838","45362","120","356"
"38","Virudhunagar","46283","45672","63","548"
"39","Airport Surveillance 
(International)","1028","1025","2","1"
"40","Airport Surveillance 
(Domestic)","1085","1082","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,00,593","26,52,660","11,850","36,083"
