Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-04-05,KL,Ernakulam,,,,883964,7937,0,870613,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Thiruvananthapuram,,,,705365,8328,0,697182,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Kottayam,,,,448083,4423,0,444424,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Kozhikode,,,,672198,6205,0,668967,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Pathanamthitta,,,,266637,2476,0,261075,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Malappuram,,,,646813,6123,0,642632,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Alappuzha,,,,390024,5183,0,387273,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Kollam,,,,510489,6352,0,506290,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Idukki,,,,208820,1467,0,205799,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Palakkad,,,,449551,5653,0,440843,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Wayanad,,,,168204,956,0,166150,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Thrissur,,,,668963,7351,0,663916,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Kannur,,,,348722,4377,0,344757,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
2022-04-05,KL,Kasaragod,,,,166519,1366,0,162890,,2022-04-05 23:55:36.912118,2022-04-05 23:55:36.912966,,,6534352,68197,6462811,0,46797363
