"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4536","4143","1","4","388"
"Bageshwar","2093","2003","1","0","89"
"Chamoli","3217","3102","6","3","106"
"Champawat","1912","1891","0","1","20"
"Dehradun","33460","32777","140","176","367"
"Haridwar","13179","12907","13","25","234"
"Nainital","11401","11307","11","29","54"
"Pauri Garhwal","5287","4297","4","18","968"
"Pithoragarh","2561","2420","0","4","137"
"Rudraprayag","2716","2585","0","2","129"
"Tehri Garhwal","2390","2029","4","5","352"
"U.S. Nagar","8831","8531","6","5","289"
"Uttarkashi","1680","1496","8","5","171"
"Total","93263","89488","194","277","3304"
