,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-10-08,TN,Ariyalur,,,,20257,267,19979,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
1,2022-10-08,TN,Chengalpattu,,,,252941,2661,249972,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
2,2022-10-08,TN,Chennai,,,,791264,9070,779909,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
3,2022-10-08,TN,Coimbatore,,,,340623,2618,337740,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
4,2022-10-08,TN,Cuddalore,,,,75898,896,74913,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
5,2022-10-08,TN,Dharmapuri,,,,36842,283,36545,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
6,2022-10-08,TN,Dindigul,,,,39123,665,38383,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
7,2022-10-08,TN,Erode,,,,136403,734,135509,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
8,2022-10-08,TN,Kallakurichi,,,,36946,215,36722,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
9,2022-10-08,TN,Kancheepuram,,,,98211,1303,96895,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
10,2022-10-08,TN,Kanyakumari,,,,90214,1086,88950,,2022-10-13T14:29:50.507611+05:30,,,,3586584,38048,3543691,69531030,0,0
