,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10705,10560,129,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,989159,347459,352795,288905,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,1,5,45,51,4,4,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2338477,2323588,14733,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,109936593,44697299,47563365,17675929,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,102,213,36649,36964,37,41,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66856,66550,296,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,1879675,958139,816123,105413,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,29,137,258,424,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745703,735037,8035,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,50044713,24778905,22029486,3236322,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,614,1475,2420,4509,27,23,0,,,1332900000,Assam,34293000
4,Bihar,850641,838243,12302,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,155740241,73348484,67447706,14944051,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,4185,14252,34886,53323,12,60,0,,,1332900000,Bihar,119520000
5,Chandigarh,99235,98024,1181,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,2278318,1184535,984041,109742,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,4,24,43,71,10,4,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1176593,1162171,14137,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,48806851,21248064,20239564,7319223,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,264,930,6931,8125,60,65,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11587,11582,4,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,1570687,781614,632832,156241,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,10,17,87,114,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2003904,1977034,26504,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,37272299,18284146,15688399,3299754,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,320,1669,6011,8000,101,62,1,,,1332900000,Delhi,19814000
9,Goa,258277,254150,3966,2022-10-08,TT,44609257,528778,44051228,2022-10-08 15:22:31.590201,896748226,2022-10-07 00:00:00,266839,2189305585,1026496690,948850056,213958839,2867948,1439411,1293997,134540,https://www.icmr.gov.in/,2797,24,3884,370757,68989,21325,461071,13,46,118,177,33,36,0,,,1332900000,Goa,1540000
