"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4512","4127","0","4","381"
"Bageshwar","2088","2001","1","0","86"
"Chamoli","3197","3088","0","3","106"
"Champawat","1910","1888","1","1","20"
"Dehradun","32913","32323","53","174","363"
"Haridwar","13094","12811","24","25","234"
"Nainital","11313","11241","5","29","38"
"Pauri Garhwal","5265","4279","0","18","968"
"Pithoragarh","2559","2420","1","4","134"
"Rudraprayag","2702","2573","1","2","126"
"Tehri Garhwal","2352","2021","0","5","326"
"U.S. Nagar","8784","8510","1","5","268"
"Uttarkashi","1639","1466","0","5","168"
"Total","92328","88748","87","275","3218"
