"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","62","109","61746","0","4512","66252","22"
"Bageshwar","0","5","33961","0","2088","36045","0"
"Chamoli","39","21","46448","0","3197","49643","17"
"Champawat","73","12","59580","0","1910","61487","31"
"Dehradun","474","467","357881","13","32913","390659","99"
"Haridwar","135","155","302245","1","13094","315309","29"
"Nainital","253","310","77991","1","11313","89234","13"
"Pauri Garhwal","237","230","91157","0","5265","96415","23"
"Pithoragarh","46","10","39263","1","2559","41810","52"
"Rudraprayag","37","23","26410","0","2702","29112","28"
"Tehri Garhwal","62","22","33149","0","2352","35494","17"
"US Nagar","178","62","130883","0","8784","139643","34"
"Uttarkashi","87","95","36401","0","1639","38038","11"
"Total","1683","1521","1297115","16","92328","1389141","376"
