"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2090","20","0","0"
"East Jaintia Hills","0","0","0","2678","40","1","0"
"East Khasi Hills","2","3","0","47919","1080","10","5"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1921","10","1","0"
"Ri-Bhoi","0","1","0","10610","102","4","1"
"South Garo Hills","0","0","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2271","21","0","0"
"South West Khasi Hills","0","0","0","2723","20","0","0"
"West Garo Hills","0","0","0","11894","84","21","1"
"West Jaintia Hills","0","0","0","7329","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","2","4","0","96710","1622","38","7"
